Date,Starting Amount,Invested Amount,Remainder,Asset Change,Fees,Profit/Loss,Yield,Bottom Line
2022-07-29 00:00:00,25000.0,24355.530000000002,644.4699999999997,-161.21999999999804,10.42,-157.50369999999992,-0.006300147999999997,24842.496300000003
2022-08-01 00:00:00,24842.496300000003,24314.570000000003,527.9263000000018,111.26999999999923,15.320000000000004,-168.75300000000016,-0.006792916378536409,24673.743300000006
2022-08-02 00:00:00,24673.743300000006,23843.479999999996,830.2633000000068,964.6999999999998,17.400000000000002,958.8441999999998,0.03886091333372993,25632.587500000005
2022-08-03 00:00:00,25632.587500000005,25269.75,362.837500000001,181.46000000000078,13.53,-106.41830000000003,-0.004151679965980805,25526.169200000004
2022-08-04 00:00:00,25526.169200000004,24888.43,637.7392000000045,799.2799999999974,4.21,-253.10430000000002,-0.009915483127017741,25273.064900000005
2022-08-05 00:00:00,25273.064900000005,24683.259999999995,589.8049000000044,319.4300000000004,10.420000000000002,239.66730000000015,0.00948311180097512,25512.732200000006
2022-08-08 00:00:00,25512.732200000006,25261.75,250.9822000000089,339.9199999999986,4.859999999999999,-246.21580000000003,-0.009650702953719711,25266.516400000004
2022-08-09 00:00:00,25266.516400000004,24602.090000000004,664.4264000000005,-535.2499999999998,7.81,-253.84089999999998,-0.010046533363815835,25012.675500000005
2022-08-10 00:00:00,25012.675500000005,24277.450000000004,735.2255000000023,-48.24000000000041,8.28,-42.47390000000042,-0.0016980950318569643,24970.201600000004
2022-08-11 00:00:00,24970.201600000004,23958.180000000008,1012.021600000001,260.6499999999999,20.78,-4.857700000000011,-0.00019453987908531824,24965.343900000003
2022-08-12 00:00:00,24965.343900000003,24373.389999999996,591.953900000002,475.49999999999943,19.110000000000003,458.24979999999937,0.01835543711456742,25423.5937
