Date,Prediction,Starting Amount,Invested Amount,Remainder,Asset Change,Fees,Profit/Loss,Yield,Bottom Line
2004-02-16 00:00:00,H,25000,24640.0,360.0,159.99999999999943,43.12,116.87999999999943,0.0046751999999999775,25116.88
2004-02-17 00:00:00,H,25116.88,23550.0,1566.880000000001,300.0000000000016,41.34,258.66000000000156,0.010298253604747148,25375.54
2004-02-18 00:00:00,L,25375.54,24150.000000000004,1225.5399999999972,150.00000000000213,41.989999999999995,108.01000000000212,0.004256461143290039,25483.550000000003
2004-02-19 00:00:00,H,25483.550000000003,25280.0,203.5500000000029,0.0,44.08,-44.08,-0.0017297433049947904,25439.47
2004-02-20 00:00:00,H,25439.47,25120.0,319.47000000000116,-159.99999999999943,43.67,-203.66999999999945,-0.008006063019394643,25235.800000000003
2004-02-23 00:00:00,H,25235.800000000003,24640.0,595.8000000000029,-320.0000000000017,42.7,-362.7000000000017,-0.014372439153900476,24873.100000000002
2004-02-24 00:00:00,H,24873.100000000002,24320.0,553.1000000000022,-159.99999999999943,42.28,-202.27999999999943,-0.008132480470870113,24670.820000000003
2004-02-25 00:00:00,H,24670.820000000003,24160.0,510.82000000000335,-479.9999999999983,41.72,-521.7199999999983,-0.0211472500711366,24149.100000000006
2004-02-26 00:00:00,L,24149.100000000006,23840.0,309.1000000000058,0.0,41.58,-41.58,-0.0017218032970172797,24107.520000000004
2004-02-27 00:00:00,L,24107.520000000004,23840.0,267.5200000000041,320.0000000000017,41.3,278.7000000000017,0.011560708028034473,24386.220000000005
2004-03-01 00:00:00,H,24386.220000000005,23680.0,706.2200000000048,-320.0000000000017,41.019999999999996,-361.0200000000017,-0.014804262407212007,24025.200000000004
2004-03-02 00:00:00,L,24025.200000000004,23360.0,665.2000000000044,319.99999999999886,40.46,279.5399999999989,0.011635282952899407,24304.74
2004-03-03 00:00:00,H,24304.74,22880.0,1424.7400000000016,-160.00000000000227,39.76,-199.76000000000226,-0.008218972924623025,24104.98
2004-03-04 00:00:00,L,24104.98,22720.0,1384.9799999999996,-160.00000000000227,39.76,-199.76000000000226,-0.008287084245662194,23905.219999999998
2004-03-05 00:00:00,L,23905.219999999998,23040.0,865.2199999999975,320.0000000000017,39.9,280.1000000000017,0.011717106138324674,24185.32
2004-03-08 00:00:00,L,24185.32,23040.0,1145.3199999999997,320.0000000000017,39.9,280.1000000000017,0.011581405579913837,24465.420000000002
2004-03-09 00:00:00,H,24465.420000000002,23970.0,495.4200000000019,340.0000000000018,42.099999999999994,297.90000000000185,0.01217636974963037,24763.320000000003
2004-03-10 00:00:00,H,24763.320000000003,24310.0,453.32000000000335,-340.0000000000018,42.099999999999994,-382.1000000000018,-0.015430079650063147,24381.22
2004-03-11 00:00:00,H,24381.22,23800.0,581.2200000000012,0.0,41.5,-41.5,-0.0017021297539663723,24339.72
2004-03-12 00:00:00,H,24339.72,23460.0,879.7200000000012,0.0,40.92,-40.92,-0.0016812025775152714,24298.800000000003
2004-03-15 00:00:00,L,24298.800000000003,23630.0,668.8000000000029,0.0,41.22,-41.22,-0.0016963800681515134,24257.58
2004-03-16 00:00:00,H,24257.58,23630.0,627.5800000000017,0.0,41.22,-41.22,-0.0016992626634643685,24216.36
