Date,Starting Amount,Invested Amount,Remainder,Asset Change,Fees,Profit/Loss,Yield,Bottom Line
2003-12-15 00:00:00,25000.0,24671.42,328.57999999999777,1080.9300000000003,19.22,1059.7010000000005,0.04238804,26059.701
2003-12-16 00:00:00,26059.701,25985.2,74.50100000000464,-79.61999999999824,21.680000000000003,-85.33199999999832,-0.0032744811615451,25974.369
2003-12-17 00:00:00,25974.369,25877.99,96.3790000000008,-326.4899999999999,8.74,-260.5249999999997,-0.0100300800377479,25713.844
2003-12-18 00:00:00,25713.844,25555.35,158.4940000000047,-308.1100000000001,15.03,-205.4871999999997,-0.0079913061617702,25508.3568
2003-12-19 00:00:00,25508.3568,25501.800000000003,6.556799999998475,627.0000000000008,16.03,610.9700000000008,0.0239517584292219,26119.326800000003
2003-12-22 00:00:00,26119.326800000003,26050.74,68.58679999999913,126.04000000000032,28.76,67.22240000000025,0.0025736651068663,26186.549200000005
2003-12-23 00:00:00,26186.549200000005,26178.75,7.79920000000493,-4967.249999999999,37.23,-560.7750000000001,-0.0214146199912434,25625.774200000003
2003-12-24 00:00:00,25625.774200000003,25561.89,63.88420000000133,262.27999999999986,19.01,236.00959999999984,0.0092098524773546,25861.7838
2003-12-26 00:00:00,25861.7838,25727.16,134.62379999999814,-46.11999999999848,19.500000000000004,-36.28999999999852,-0.0014032288058953,25825.493800000004
2003-12-29 00:00:00,25825.493800000004,25799.35,26.143800000001647,-119.19999999999746,10.62,-129.81999999999746,-0.0050268157892879,25695.673800000008
2003-12-30 00:00:00,25695.673800000008,0.0,0.0,0.0,0.0,0.0,0.0,25695.673800000008
2003-12-31 00:00:00,25695.673800000008,0.0,0.0,0.0,0.0,0.0,0.0,25695.673800000008
2004-01-02 00:00:00,25695.673800000008,25662.46,33.21380000000863,712.4999999999998,13.079999999999998,699.4199999999997,0.02721936795446086,26395.09380000001
