Date,Prediction,Portfolio Size,Starting Amount,Bottom Line,Constituent #1,Open #1,High #1,Low #1,Close #1,Volume #1,Change #1,Quantity #1,Profit/Loss #1
2004-03-10 00:00:00,L,1,23748.960000000003,24029.340000000004,D05,14.3,14.3,14.1,14.1,3213000.0,-0.014,1600.0,280.3800000000017
2004-03-11 00:00:00,L,1,24029.340000000004,23987.840000000004,D05,14.0,14.1,13.9,14.0,4931000.0,0.0,1700.0,-41.5
2004-03-12 00:00:00,L,1,23987.840000000004,23946.920000000006,D05,13.8,13.9,13.6,13.8,6155000.0,0.0,1700.0,-40.92
2004-03-15 00:00:00,H,1,23946.920000000006,23905.700000000004,D05,13.9,14.0,13.8,13.9,2832000.0,0.0,1700.0,-41.22
2004-03-16 00:00:00,L,1,23905.700000000004,23864.480000000003,D05,13.9,14.0,13.7,13.9,1257000.0,0.0,1700.0,-41.22
2004-03-17 00:00:00,H,1,23864.480000000003,23483.270000000004,D05,14.0,14.0,13.8,13.8,1310000.0,-0.0143,1700.0,-381.2099999999988
2004-03-18 00:00:00,H,1,23483.270000000004,23124.490000000005,D05,14.0,14.1,13.8,13.8,4076000.0,-0.0143,1600.0,-358.77999999999884
2004-03-19 00:00:00,L,1,23124.490000000005,22925.570000000007,D05,13.9,14.0,13.7,14.0,3074000.0,0.0072,1600.0,-198.91999999999942
2004-03-22 00:00:00,L,1,22925.570000000007,23367.210000000006,D05,13.9,13.9,13.6,13.6,3592000.0,-0.0216,1600.0,441.6400000000011
2004-03-23 00:00:00,L,1,23367.210000000006,22986.890000000007,D05,13.5,13.8,13.3,13.7,3757000.0,0.0148,1700.0,-380.3199999999988
2004-03-24 00:00:00,L,1,22986.890000000007,22308.110000000008,D05,13.7,14.3,13.7,14.1,6015000.0,0.0292,1600.0,-678.7800000000005
2004-03-25 00:00:00,L,1,22308.110000000008,22421.100000000006,D05,14.2,14.3,14.0,14.1,3624000.0,-0.007,1500.0,112.98999999999947
2004-03-26 00:00:00,H,1,22421.100000000006,21934.610000000008,D05,14.1,14.2,13.8,13.8,1959000.0,-0.0213,1500.0,-486.4899999999984
2004-03-29 00:00:00,L,1,21934.610000000008,21597.99000000001,D05,13.9,14.1,13.8,14.1,1983000.0,0.0144,1500.0,-336.6199999999989
2004-03-30 00:00:00,H,1,21597.99000000001,21410.98000000001,D05,14.2,14.4,14.1,14.1,4260000.0,-0.007,1500.0,-187.00999999999945
2004-03-31 00:00:00,H,1,21410.98000000001,21515.94000000001,D05,14.3,14.5,14.3,14.4,3375000.0,0.007,1400.0,104.95999999999948
2004-04-01 00:00:00,L,1,21515.94000000001,21761.02000000001,D05,14.4,14.4,14.1,14.2,3561000.0,-0.0139,1400.0,245.0800000000015
2004-04-02 00:00:00,H,1,21761.02000000001,21423.88000000001,D05,14.3,14.4,14.1,14.1,2837000.0,-0.014,1500.0,-337.1400000000016
2004-04-05 00:00:00,H,1,21423.88000000001,20969.33000000001,D05,14.3,14.4,13.9,14.0,5023000.0,-0.021,1400.0,-454.550000000001
2004-04-06 00:00:00,H,1,20969.33000000001,20795.27000000001,D05,14.0,14.0,13.8,13.9,6104000.0,-0.0071,1400.0,-174.0599999999995
2004-04-07 00:00:00,L,1,20795.27000000001,20481.09000000001,D05,13.9,14.1,13.9,14.1,3448000.0,0.0144,1400.0,-314.179999999999
2004-04-08 00:00:00,L,1,20481.09000000001,20306.54000000001,D05,14.1,14.3,14.1,14.2,4147000.0,0.0071,1400.0,-174.5499999999995
2004-04-12 00:00:00,L,1,20306.54000000001,20271.86000000001,D05,14.2,14.3,14.2,14.2,3540000.0,0.0,1400.0,-34.68
2004-04-13 00:00:00,H,1,20271.86000000001,20096.82000000001,D05,14.4,14.5,14.3,14.3,4624000.0,-0.0069,1400.0,-175.03999999999948
2004-04-14 00:00:00,L,1,20096.82000000001,20482.27000000001,D05,14.3,14.3,14.0,14.0,3188000.0,-0.021,1400.0,385.45000000000107
2004-04-15 00:00:00,L,1,20482.27000000001,20728.33000000001,D05,14.0,14.1,13.8,13.8,6967000.0,-0.0143,1400.0,246.059999999999
2004-04-16 00:00:00,H,1,20728.33000000001,20692.23000000001,D05,13.8,14.0,13.8,13.8,3766000.0,0.0,1500.0,-36.1
2004-04-19 00:00:00,H,1,20692.23000000001,20518.41000000001,D05,13.9,13.9,13.7,13.8,4086000.0,-0.0072,1400.0,-173.81999999999948
2004-04-20 00:00:00,H,1,20518.41000000001,20344.59000000001,D05,13.9,14.0,13.8,13.8,4591000.0,-0.0072,1400.0,-173.81999999999948
2004-04-21 00:00:00,L,1,20344.59000000001,20311.150000000012,D05,13.7,13.8,13.6,13.7,4577000.0,0.0,1400.0,-33.44
2004-04-22 00:00:00,H,1,20311.150000000012,20557.460000000014,D05,13.7,14.1,13.7,13.9,3638000.0,0.0146,1400.0,246.31000000000145
2004-04-23 00:00:00,H,1,20557.460000000014,20383.160000000014,D05,14.1,14.2,14.0,14.0,2828000.0,-0.0071,1400.0,-174.2999999999995
2004-04-26 00:00:00,H,1,20383.160000000014,19929.350000000013,D05,14.0,14.0,13.7,13.7,2040000.0,-0.0214,1400.0,-453.81000000000097
2004-04-27 00:00:00,L,1,19929.350000000013,20035.780000000013,D05,13.8,14.0,13.7,13.7,5071000.0,-0.0072,1400.0,106.430000000002
2004-04-28 00:00:00,H,1,20035.780000000013,20002.340000000015,D05,13.7,13.8,13.7,13.7,2746000.0,0.0,1400.0,-33.44
2004-04-29 00:00:00,L,1,20002.340000000015,20109.020000000015,D05,13.7,13.8,13.6,13.6,2589000.0,-0.0073,1400.0,106.6799999999995
2004-04-30 00:00:00,L,1,20109.020000000015,19234.84000000001,D05,13.7,14.3,13.7,14.3,6624000.0,0.0438,1400.0,-874.1800000000021
