Date,Symbol,Previous 10D $ Volume,Prediction,Open,High,Low,Close,Volume
2008-09-08 00:00:00,PNC,230761635.0,L,76.64,77.93,74.21,76.78,8462800
2008-09-08 00:00:00,WY,230460249.4,L,112.14,114.64,111.8,113.86,4145300
2008-09-08 00:00:00,FLR,227880891.8,L,67.06,69.21,61.88,62.92,5244500
2008-09-08 00:00:00,AMX,225488388.2,L,25.58,25.59,24.47,24.87,12848400
2008-09-08 00:00:00,BMY,221506347.5,L,21.96,22.49,21.74,22.32,19280500
2008-09-08 00:00:00,EMR,216247721.0,L,45.19,45.93,43.8,44.63,6613800
2008-09-08 00:00:00,BBD,213519634.6,L,15.26,15.35,14.36,14.67,23204122
2008-09-08 00:00:00,TPR,211819343.4,L,29.8,30.68,29.6,30.68,11670200
2008-09-08 00:00:00,GPS,207724874.2,L,19.78,19.88,19.54,19.73,20444200
2008-09-08 00:00:00,AFL,197784512.2,L,29.91,30.77,27.55,28.83,13212800
2008-09-08 00:00:00,SWN,196443510.6,L,35.06,36.23,31.74,31.99,8419600
2008-09-08 00:00:00,SPG,195706775.65,L,90.03,92.02,88.75,92.02,4132122
2008-09-08 00:00:00,CCL,194684918.4,L,40.11,40.73,38.75,40.71,6898400
2008-09-08 00:00:00,HON,194641394.73,L,46.51,47.27,45.75,46.33,7168469
2008-09-08 00:00:00,FDX,193539148.8,L,83.97,85.09,83.31,84.86,2793300
2008-09-08 00:00:00,ALL,184441078.3,L,46.0,46.5,45.12,46.48,6768000
2008-09-08 00:00:00,ICE,183461988.5,L,20.09,20.5,18.9,19.91,14869000
2008-09-08 00:00:00,LVS,183269157.6,L,45.0,47.31,40.98,43.17,4666600
2008-09-08 00:00:00,TSM,181660727.97,L,9.4,9.46,9.09,9.3,29865987
2008-09-08 00:00:00,KR,177248115.4,L,13.81,14.15,13.52,13.65,22683400
2008-09-08 00:00:00,FITB,172943933.4,L,17.34,17.91,15.84,16.9,20964200
2008-09-08 00:00:00,ADM,165209839.2,L,23.89,23.98,22.99,23.42,8477200
2008-09-08 00:00:00,NKE,163435592.0,L,15.0,15.1,14.73,15.08,12672400
2008-09-08 00:00:00,RRC,163085214.2,L,45.24,45.74,42.43,42.65,4249200
2008-09-08 00:00:00,AEM,158319807.2,L,53.99,54.5,47.89,48.19,4415900
2008-09-08 00:00:00,TRV,157948889.5,L,44.31,45.48,43.4,44.7,6967300
2008-09-08 00:00:00,HIG,156265501.6,L,65.06,66.34,63.56,66.27,4604200
2008-09-08 00:00:00,CMI,155994065.9,L,62.98,63.4,59.04,60.23,3024500
2008-09-08 00:00:00,WU,155310452.0,L,27.4,27.72,26.83,27.24,5913900
2008-09-08 00:00:00,MMC,154474312.2,L,33.86,33.97,32.35,33.08,7781300
2008-09-08 00:00:00,BXP,152578211.8,L,104.49,105.54,101.34,103.91,3404400
2008-09-08 00:00:00,ISRG,150322629.6,L,31.0,31.16,29.77,30.16,5730300
2008-09-08 00:00:00,ANF,148690641.7,L,50.29,50.61,48.7,50.41,3609900
2008-09-08 00:00:00,SID,148681247.4,L,14.73,14.85,13.38,13.5,10391600
2008-09-08 00:00:00,RF,147883094.9,L,12.65,14.05,11.46,12.24,40573700
2008-09-08 00:00:00,MGM,146819268.4,L,34.36,35.65,32.29,33.59,4997900
2008-09-08 00:00:00,NTRS,146315000.6,L,82.61,84.14,80.9,84.13,5146200
2008-09-08 00:00:00,ATVI,144361972.0,H,16.49,17.25,15.68,16.79,9174700
2008-09-08 00:00:00,CRM,143021588.0,L,13.94,14.01,13.1,13.71,13206800
2008-09-08 00:00:00,SBUX,141203380.4,L,7.79,7.8,7.59,7.77,27445200
2008-09-08 00:00:00,WYNN,138164755.5,L,92.2,93.49,86.73,90.19,1736600
2008-09-08 00:00:00,TXT,136579236.4,L,40.31,40.32,38.65,39.07,4771400
2008-09-08 00:00:00,AKAM,134793786.4,L,19.98,19.99,18.62,18.8,6981200
2008-09-08 00:00:00,RL,133621119.6,L,76.3,77.39,74.22,75.89,1651900
2008-09-08 00:00:00,BBWI,133485644.96,L,17.23,17.53,16.81,17.52,9083291
2008-09-08 00:00:00,VNO,132860186.31,L,75.98,76.7,73.95,76.7,3812010
2008-09-08 00:00:00,TROW,130131822.7,L,61.0,63.99,59.78,61.9,4914200
2008-09-08 00:00:00,EQR,129412294.3,L,44.0,44.75,43.03,44.69,5154400
2008-09-08 00:00:00,ITW,129313092.9,L,48.9,49.55,48.49,49.29,4072200
2008-09-08 00:00:00,M,127199453.1,L,22.08,22.48,21.5,22.38,10639200
2008-09-08 00:00:00,MCO,126684949.0,L,41.49,42.43,40.81,41.52,6255600
2008-09-08 00:00:00,TOL,126262813.5,L,25.97,27.19,25.09,26.47,13723300
2008-09-08 00:00:00,PSA,125969443.9,L,91.99,93.54,90.21,93.1,2466000
2008-09-08 00:00:00,FLS,123190246.2,L,38.93,39.42,33.36,34.95,5509200
2008-09-08 00:00:00,DRI,122892650.11,L,27.36,28.2,26.35,27.47,5246224
2008-09-08 00:00:00,AMT,122576368.2,L,40.19,40.19,38.6,39.96,5340100
2008-09-08 00:00:00,ITUB,121312097.43,L,8.53,8.53,8.01,8.18,20890781
2008-09-08 00:00:00,FRO,120554673.1,L,259.75,261.25,248.1,251.55,352740
2008-09-08 00:00:00,AMD,120517768.3,L,6.23,6.3,5.93,6.07,19520700
2008-09-08 00:00:00,J,120139627.0,L,67.26,67.44,61.52,61.91,2207200
2008-09-08 00:00:00,PHM,116362799.0,L,16.28,16.65,15.02,16.22,25298400
2008-09-08 00:00:00,TT,116089395.07,L,22.85,22.88,22.08,22.25,5370658
2008-09-08 00:00:00,LRCX,115141123.6,L,33.21,33.54,31.25,31.96,4067300
2008-09-08 00:00:00,BEN,115126473.0,L,35.0,35.59,33.58,34.94,10313400
2008-09-08 00:00:00,CTSH,115094922.0,L,14.32,14.81,14.16,14.48,15169600
2008-09-08 00:00:00,HSBC,114761942.5,L,78.78,79.71,78.2,79.11,4056300
2008-09-08 00:00:00,WDC,114426064.3,L,26.56,26.93,25.1,25.45,5156900
2008-09-08 00:00:00,IVZ,114213891.1,L,26.98,27.0,24.88,26.05,5575400
2008-09-08 00:00:00,TMO,114018765.3,L,57.73,58.35,57.07,57.98,2067000
2008-09-08 00:00:00,CB,113795790.6,L,53.9,53.9,52.46,53.72,3989000
2008-09-08 00:00:00,JWN,113245468.4,L,33.67,35.03,33.05,34.54,6766500
2008-09-08 00:00:00,TEX,109972658.5,L,40.39,41.19,37.34,37.5,6310300
2008-09-08 00:00:00,PXD,109742375.8,L,58.94,59.16,55.34,55.79,1654400
2008-09-08 00:00:00,AON,107818568.5,L,48.48,48.48,46.81,47.76,2836300
2008-09-08 00:00:00,SCCO,106887641.0,L,23.0,23.11,21.11,21.24,5680100
2008-09-08 00:00:00,PH,106125379.4,L,61.68,63.0,60.6,61.51,2548900
2008-09-08 00:00:00,JCI,105900155.15,L,21.86,21.91,21.4,21.76,6952807
2008-09-08 00:00:00,INFY,105624488.8,L,5.05,5.09,4.86,4.93,22205600
2008-09-08 00:00:00,L,105206651.5,L,45.21,45.21,42.31,43.39,3686200
2008-09-08 00:00:00,CX,104111388.59,L,15.96,16.31,15.61,16.18,15923696
2008-09-08 00:00:00,CMA,103965882.1,L,31.68,34.45,31.49,33.36,9457800
2008-09-08 00:00:00,GGB,103673583.72,L,15.19,15.19,13.81,14.0,7796145
2008-09-08 00:00:00,WHR,103233941.5,L,83.7,89.93,83.7,89.48,3580600
2008-09-08 00:00:00,AEO,102882888.0,L,16.5,16.7,15.85,16.56,7188300
2008-09-08 00:00:00,MCK,102552195.2,L,58.1,58.36,57.32,58.29,2528400
2008-09-08 00:00:00,ADSK,101989110.1,L,34.48,34.56,33.56,34.34,3441100
2008-09-08 00:00:00,KEY,100173719.3,L,14.21,14.33,12.94,13.74,17566800
2008-09-08 00:00:00,TS,99894635.3,L,46.07,46.56,44.9,45.27,5583200
2008-09-08 00:00:00,URBN,98709019.7,L,37.97,38.4,36.56,37.2,3312000
2008-09-08 00:00:00,ZION,98675092.3,L,34.0,39.51,34.0,36.66,16155500
2008-09-08 00:00:00,CTRA,98166089.6,L,10.12,10.12,9.51,9.64,14769200
2008-09-08 00:00:00,LEN,97290168.5,L,14.64,15.73,13.72,14.7,15871811
2008-09-08 00:00:00,KBH,96581738.1,L,22.23,23.59,21.66,23.54,13834900
2008-09-08 00:00:00,SLM,96175413.82,L,6.39,6.76,6.04,6.09,37324481
2008-09-08 00:00:00,NRG,96076993.0,L,34.96,35.0,32.59,32.75,5288600
2008-09-08 00:00:00,AVB,95886003.9,L,104.99,105.99,101.23,104.46,2516600
2008-09-08 00:00:00,NLY,94576435.5,L,69.96,71.4,64.92,67.52,7620150
2008-09-08 00:00:00,VEON,94422469.8,L,565.75,572.5,531.5,541.5,117232
2008-09-08 00:00:00,HST,94179477.09,L,14.82,14.93,14.21,14.85,12773347
2008-09-08 00:00:00,BFH,94009365.88,L,52.04,52.51,51.0,52.06,1920473
2008-09-08 00:00:00,FLEX,92790345.3,L,8.57,8.64,8.36,8.54,9483700
2008-09-08 00:00:00,PARA,91604787.6,L,16.9,17.26,16.82,17.09,7509900
2008-09-08 00:00:00,MAS,91361852.36,L,17.37,17.95,17.09,17.39,11807660
2008-09-08 00:00:00,KGC,90463690.2,L,14.67,14.85,13.35,13.45,7792000
2008-09-08 00:00:00,HOG,89033660.3,L,40.38,41.47,39.51,40.59,2590300
2008-09-08 00:00:00,MAR,88839089.26,L,27.73,28.19,27.25,27.68,5747813
2008-09-08 00:00:00,SOHU,88623197.9,L,70.29,70.83,63.37,65.28,1673600
2008-09-08 00:00:00,PFG,87046378.3,L,47.49,48.8,46.13,48.76,4032000
2008-09-08 00:00:00,LNC,86912825.8,L,53.71,54.74,51.55,53.5,3607500
2008-09-08 00:00:00,NDAQ,86636553.9,L,11.05,11.2,10.52,11.13,10712100
2008-09-08 00:00:00,XRX,86474550.17,L,56.2,56.56,55.08,56.36,2418478
2008-09-08 00:00:00,UBS,86330418.1,L,22.01,22.13,21.13,21.78,10460300
2008-09-08 00:00:00,UNM,85460665.1,L,26.01,27.3,25.51,26.14,5065800
2008-09-08 00:00:00,OI,84828374.3,L,44.95,45.13,42.68,43.05,1993600
2008-09-08 00:00:00,IBN,83717779.2,L,6.03,6.1,5.68,5.83,20782300
2008-09-08 00:00:00,TGNA,82960673.41,L,9.28,9.78,9.19,9.68,13227153
2008-09-08 00:00:00,PEAK,82739922.55,L,32.17,33.06,31.16,32.01,4351045
2008-09-08 00:00:00,PWR,81358865.2,L,29.2,29.71,27.54,28.28,2863600
2008-09-08 00:00:00,DHI,80744840.9,L,13.98,14.32,13.05,14.11,20335800
2008-09-08 00:00:00,CI,80432823.7,L,40.67,41.18,40.38,41.07,2142800
2008-09-08 00:00:00,KIM,80420192.9,L,39.0,40.14,38.68,39.93,5978500
2008-09-08 00:00:00,CSIQ,80403527.3,L,28.81,29.0,25.8,26.61,2260000
2008-09-08 00:00:00,JBHT,79521213.9,L,38.39,39.29,36.63,37.48,2364200
2008-09-08 00:00:00,GES,79175641.0,L,41.12,42.88,41.04,42.49,3145100
2008-09-08 00:00:00,ATI,79034428.2,L,46.51,48.25,40.93,41.96,3025500
2008-09-08 00:00:00,DKS,78918919.8,L,23.04,24.06,22.53,23.97,3950700
2008-09-08 00:00:00,VMC,77998147.4,L,79.13,80.0,76.27,78.0,2203100
2008-09-08 00:00:00,EXPD,77421281.6,H,33.42,34.82,33.28,34.45,2431900
2008-09-08 00:00:00,HUM,76697956.3,L,44.5,44.95,43.63,44.86,1881400
2008-09-08 00:00:00,R,75995955.4,L,65.45,65.84,63.17,64.16,1173700
2008-09-08 00:00:00,RS,75124483.7,L,51.76,52.14,48.0,48.36,2527700
2008-09-08 00:00:00,CCJ,74861158.4,L,27.5,27.96,25.51,25.8,4349500
2008-09-08 00:00:00,DFS,74747827.8,L,17.51,18.15,16.51,17.34,9500500
2008-09-08 00:00:00,BMRN,73355159.1,L,28.5,28.78,27.02,27.29,1895500
2008-09-08 00:00:00,HAS,73213881.2,L,37.93,38.13,37.34,38.1,2174300
2008-09-08 00:00:00,BLK,72843636.1,L,223.0,225.67,211.4,223.72,622300
2008-09-08 00:00:00,BRK-B,72830935.0,L,80.2,80.4,78.64,79.92,1275000
2008-09-08 00:00:00,DB,72488526.42,L,82.8,82.86,80.37,82.19,1346890
2008-09-08 00:00:00,AGCO,72376283.7,L,55.33,56.22,50.77,52.9,1995800
2008-09-08 00:00:00,HRB,72208336.8,L,26.13,26.13,24.16,24.73,3110900
2008-09-08 00:00:00,PGR,71437359.3,L,19.0,19.1,17.84,18.02,12939400
2008-09-08 00:00:00,IPI,71156139.7,L,397.9,400.0,365.6,376.8,186580
2008-09-08 00:00:00,DXC,70125213.04,L,39.12,39.86,38.74,39.33,2447799
2008-09-08 00:00:00,IGT,69725093.7,L,21.01,21.68,20.8,21.15,5458300
2008-09-08 00:00:00,FHI,69129863.1,L,33.17,33.92,31.95,33.13,2314600
2008-09-08 00:00:00,MAC,68743019.43,L,61.4,62.74,60.44,61.74,2584675
2008-09-08 00:00:00,MU,67715630.7,L,4.5,4.59,4.24,4.41,20929700
2008-09-08 00:00:00,JBL,67614189.3,L,13.66,13.96,13.31,13.62,5709000
2008-09-08 00:00:00,SLG,66822742.44,L,97.2,98.15,95.35,97.92,1444734
2008-09-08 00:00:00,EQT,65986782.56,L,24.58,24.74,23.9,24.19,2768726
2008-09-08 00:00:00,PKX,63795424.0,L,102.99,103.0,97.7,99.38,1091500
2008-09-08 00:00:00,SPGI,63434825.3,L,44.7,45.86,44.49,45.86,2637400
2008-09-08 00:00:00,AMG,63312668.4,L,97.5,100.54,93.29,97.15,1268900
2008-09-08 00:00:00,VOD,63240401.68,L,24.61,25.13,24.05,24.44,3533464
2008-09-08 00:00:00,GNW,62790752.3,L,17.99,19.99,16.63,17.17,11301800
2008-09-08 00:00:00,SPXC,61164602.7,L,27.26,27.53,25.98,26.42,2491803
2008-09-08 00:00:00,PLD,60923310.2,L,48.71,50.06,48.07,49.99,2186400
2008-09-08 00:00:00,HBAN,60813493.9,L,8.78,9.35,8.39,8.85,17572200
2008-09-08 00:00:00,ERIC,59861265.3,L,10.53,10.7,10.21,10.45,6338300
2008-09-08 00:00:00,GT,59219269.7,L,21.32,21.5,20.03,20.41,4354000
2008-09-08 00:00:00,FHN,58485209.87,L,12.35,12.88,11.38,11.91,11270391
2008-09-08 00:00:00,LAZ,58377070.0,L,39.2,40.91,37.3,38.9,1806700
2008-09-08 00:00:00,DECK,57180999.0,L,38.5,38.83,36.22,37.65,1641000
2008-09-08 00:00:00,OII,56968091.0,L,28.28,28.73,26.53,27.11,2303200
2008-09-08 00:00:00,CENX,56953379.4,L,42.2,43.25,38.92,39.7,1520800
2008-09-08 00:00:00,EQIX,56468640.0,L,79.69,79.95,74.72,77.51,1131100
2008-09-08 00:00:00,MLM,55736939.4,L,121.64,122.02,117.04,120.42,1037300
2008-09-08 00:00:00,CE,55693485.2,L,36.66,36.66,35.0,36.27,2527500
2008-09-08 00:00:00,FL,55180866.8,L,17.24,17.84,16.85,17.53,5739000
2008-09-08 00:00:00,OIS,55092024.05,L,26.25,26.41,25.09,25.2,2104900
2008-09-08 00:00:00,NYCB,54643948.0,L,17.08,17.63,16.67,17.43,6724400
2008-09-08 00:00:00,HDB,54621612.0,L,9.59,9.59,9.16,9.41,10033000
2008-09-08 00:00:00,CPB,53809727.9,L,37.58,37.66,37.08,37.62,1866700
2008-09-08 00:00:00,MHK,53572545.5,L,72.29,74.33,71.58,73.24,1659000
2008-09-08 00:00:00,PLCE,52713448.5,L,42.4,43.06,40.74,42.0,931100
2008-09-08 00:00:00,WAB,52426449.8,L,26.91,27.51,26.41,26.52,2172600
2008-09-08 00:00:00,GWW,51863468.9,L,89.88,90.43,88.38,89.46,621800
2008-09-08 00:00:00,DGX,51132593.2,L,54.43,54.51,53.42,54.51,1239700
2008-09-08 00:00:00,VIAV,50892117.14,L,5.57,5.63,5.46,5.61,6926872
2008-09-08 00:00:00,GFI,50393160.68,L,7.36,7.39,6.8,6.83,5854459
2008-09-08 00:00:00,GHM,49959697.4,L,76.01,78.0,71.35,72.65,453600
2008-09-08 00:00:00,MTG,49883996.2,L,10.19,10.51,8.78,8.8,12185300
2008-09-08 00:00:00,UTHR,49775974.2,L,56.09,56.21,54.26,54.72,889800
2008-09-08 00:00:00,MAN,49320261.2,L,49.17,49.45,47.29,48.26,1204000
2008-09-08 00:00:00,MTW,48797378.6,L,20.08,20.1,19.01,19.26,3696168
2008-09-08 00:00:00,CHS,48357717.0,L,6.79,6.89,6.37,6.67,7638300
2008-09-08 00:00:00,CP,48032954.0,L,11.92,11.97,11.45,11.54,5784000
2008-09-08 00:00:00,ROK,47808929.1,L,44.44,45.12,43.37,44.26,1406000
2008-09-08 00:00:00,APH,47606049.2,L,11.43,11.58,11.14,11.25,5048800
2008-09-08 00:00:00,CHKP,46996453.3,H,23.84,25.07,23.84,24.83,3106300
2008-09-08 00:00:00,CCI,46856202.8,L,35.95,36.02,35.15,35.94,1132100
2008-09-08 00:00:00,AAP,46572899.0,L,43.0,43.39,42.29,43.18,1345400
2008-09-08 00:00:00,VTR,45678424.02,L,45.56,45.74,43.86,44.8,1793346
2008-09-08 00:00:00,NDSN,44883358.0,L,25.53,25.85,24.54,24.81,507000
2008-09-08 00:00:00,TD,44670586.0,L,29.78,30.33,29.17,29.4,2742600
2008-09-08 00:00:00,KBR,44362131.5,L,21.99,22.18,20.0,20.37,1987400
2008-09-08 00:00:00,LUMN,44150612.4,L,39.31,40.15,38.95,40.15,1970000
2008-09-08 00:00:00,FRT,44080865.7,L,77.76,79.96,77.53,79.96,915200
2008-09-08 00:00:00,FMX,43957423.6,L,45.89,46.27,44.95,46.26,1386900
2008-09-08 00:00:00,KB,43780777.3,L,56.01,56.67,54.0,55.01,1285800
2008-09-08 00:00:00,AVY,43757879.4,L,49.58,50.14,49.03,50.0,831400
2008-09-08 00:00:00,PDS,43472725.8,L,388.6,396.8,357.6,364.6,66515
2008-09-08 00:00:00,SNV,43093688.68,L,73.85,78.4,69.3,74.55,1471400
2008-09-08 00:00:00,CMG,43031833.7,L,72.99,73.0,69.58,70.1,516200
2008-09-08 00:00:00,EDU,42964928.8,L,17.66,17.66,16.75,17.22,2484400
2008-09-08 00:00:00,RMBS,42596356.5,L,17.52,17.6,15.86,16.18,3088500
2008-09-08 00:00:00,CDNS,42164955.4,H,7.8,8.28,7.8,8.24,4370900
2008-09-08 00:00:00,SCHN,42125700.0,L,61.31,61.31,57.11,57.45,1709000
2008-09-08 00:00:00,LHX,41781269.16,L,47.72,48.0,46.91,46.97,1042231
2008-09-08 00:00:00,AIG,40942547.78,L,24.47,24.68,21.5,22.76,2774410
2008-09-08 00:00:00,JEF,40777153.46,L,40.53,42.58,39.14,40.27,1582802
2008-09-08 00:00:00,REG,40682504.0,L,64.75,65.5,62.99,64.87,1301500
2008-09-08 00:00:00,AROC,40389079.2,L,44.37,44.63,41.67,42.56,1244100
2008-09-08 00:00:00,CMC,40354324.9,L,23.69,24.12,21.92,22.25,2630400
2008-09-08 00:00:00,ARE,40324010.5,L,110.0,111.0,106.0,109.35,597800
2008-09-08 00:00:00,PPC,40275987.6,L,13.9,13.91,13.14,13.81,1191000
2008-09-08 00:00:00,TCOM,40166212.8,L,11.7,12.0,11.05,11.33,5114400
2008-09-08 00:00:00,SM,39723867.1,L,42.06,42.06,38.37,38.72,971900
2008-09-08 00:00:00,CBRE,39592145.6,L,13.94,14.61,13.54,13.85,6086400
2008-09-08 00:00:00,DEO,39247732.2,L,73.31,74.0,73.14,73.91,447100
2008-09-08 00:00:00,CINF,38914816.1,L,31.55,31.94,30.9,31.85,2188200
2008-09-08 00:00:00,GL,38883802.72,L,28.11,28.11,26.91,27.6,2638575
2008-09-08 00:00:00,SSL,38590083.4,H,45.83,49.0,45.83,47.04,1139500
2008-09-08 00:00:00,RJF,38389476.3,L,20.67,22.0,20.01,20.77,3504600
2008-09-08 00:00:00,UDR,38244733.9,L,24.83,25.26,24.2,24.95,2723500
2008-09-08 00:00:00,PRGO,38134048.9,L,35.48,35.91,34.97,35.12,786400
2008-09-08 00:00:00,ROP,37994654.7,L,57.62,60.0,56.65,58.04,953700
2008-09-08 00:00:00,SOL,37785149.3,L,80.95,81.1,72.05,72.85,429200
2008-09-08 00:00:00,NVR,36987149.3,L,604.99,631.0,602.99,618.06,182700
2008-09-08 00:00:00,MDC,36579811.46,L,37.04,38.58,35.16,36.44,3535125
2008-09-08 00:00:00,SKM,35581527.1,L,33.64,33.66,33.21,33.57,808949
2008-09-08 00:00:00,ESS,35505207.8,L,120.51,124.8,118.48,121.99,681900
2008-09-08 00:00:00,DSX,35381504.8,L,24.67,25.0,23.0,23.42,1243400
2008-09-08 00:00:00,JLL,35230929.4,L,52.78,55.08,50.4,52.02,1110100
2008-09-08 00:00:00,BWA,34873787.68,L,18.11,18.11,17.02,17.28,2996768
