Date,Open,High,Low,Close,Volume,Currency
2004-02-13,0.76,0.76,0.75,0.76,0.0,AUD
2004-02-16,0.75,0.76,0.75,0.75,0.0,AUD
2004-02-17,0.75,0.75,0.75,0.75,0.0,AUD
2004-02-18,0.75,0.76,0.75,0.75,0.0,AUD
2004-02-19,0.75,0.75,0.75,0.75,0.0,AUD
2004-02-20,0.75,0.77,0.75,0.76,0.0,AUD
2004-02-23,0.77,0.77,0.76,0.76,0.0,AUD
2004-02-24,0.76,0.76,0.76,0.76,0.0,AUD
2004-02-25,0.76,0.77,0.76,0.76,0.0,AUD
2004-02-26,0.76,0.77,0.76,0.76,0.0,AUD
2004-02-27,0.76,0.77,0.76,0.76,0.0,AUD
2004-03-01,0.76,0.76,0.76,0.76,0.0,AUD
2004-03-02,0.76,0.77,0.76,0.77,0.0,AUD
2004-03-03,0.77,0.79,0.77,0.78,0.0,AUD
2004-03-04,0.78,0.78,0.77,0.78,0.0,AUD
2004-03-05,0.78,0.78,0.76,0.77,0.0,AUD
2004-03-08,0.77,0.77,0.77,0.77,0.0,AUD
2004-03-09,0.77,0.77,0.77,0.77,0.0,AUD
2004-03-10,0.77,0.78,0.77,0.78,0.0,AUD
2004-03-11,0.78,0.8,0.78,0.8,0.0,AUD
2004-03-12,0.8,0.81,0.79,0.8,0.0,AUD
2004-03-15,0.8,0.8,0.79,0.8,0.0,AUD
2004-03-16,0.79,0.8,0.79,0.79,0.0,AUD
2004-03-17,0.79,0.8,0.79,0.79,0.0,AUD
2004-03-18,0.79,0.8,0.79,0.79,0.0,AUD
2004-03-19,0.79,0.79,0.78,0.78,0.0,AUD
2004-03-22,0.79,0.79,0.78,0.79,0.0,AUD
2004-03-23,0.79,0.79,0.78,0.78,0.0,AUD
2004-03-24,0.78,0.79,0.78,0.79,0.0,AUD
2004-03-25,0.79,0.8,0.79,0.8,0.0,AUD
2004-03-26,0.8,0.8,0.79,0.79,0.0,AUD
2004-03-28,0.79,0.8,0.79,0.79,0.0,AUD
2004-03-29,0.79,0.79,0.79,0.79,0.0,AUD
2004-03-30,0.79,0.79,0.78,0.78,0.0,AUD
2004-03-31,0.78,0.79,0.78,0.78,0.0,AUD
2004-04-01,0.78,0.79,0.78,0.78,0.0,AUD
2004-04-04,0.79,0.79,0.78,0.79,0.0,AUD
2004-04-05,0.79,0.79,0.78,0.78,0.0,AUD
2004-04-06,0.78,0.78,0.78,0.78,0.0,AUD
2004-04-07,0.78,0.79,0.78,0.78,0.0,AUD
2004-04-08,0.78,0.78,0.78,0.78,0.0,AUD
2004-04-11,0.78,0.78,0.78,0.78,0.0,AUD
2004-04-12,0.78,0.79,0.77,0.79,0.0,AUD
2004-04-13,0.79,0.81,0.79,0.81,0.0,AUD
2004-04-14,0.81,0.81,0.8,0.8,0.0,AUD
2004-04-15,0.8,0.81,0.8,0.8,0.0,AUD
2004-04-18,0.8,0.8,0.79,0.8,0.0,AUD
2004-04-19,0.8,0.81,0.8,0.81,0.0,AUD
2004-04-20,0.81,0.81,0.8,0.81,0.0,AUD
2004-04-21,0.81,0.81,0.8,0.8,0.0,AUD
2004-04-22,0.8,0.81,0.8,0.8,0.0,AUD
2004-04-25,0.81,0.81,0.8,0.8,0.0,AUD
2004-04-26,0.8,0.81,0.8,0.8,0.0,AUD
2004-04-27,0.8,0.82,0.8,0.81,0.0,AUD
2004-04-28,0.81,0.82,0.81,0.81,0.0,AUD
2004-04-29,0.81,0.82,0.81,0.82,0.0,AUD
2004-05-02,0.81,0.82,0.81,0.81,0.0,AUD
2004-05-03,0.81,0.82,0.81,0.81,0.0,AUD
2004-05-04,0.81,0.81,0.81,0.81,0.0,AUD
2004-05-05,0.81,0.82,0.81,0.82,0.0,AUD
2004-05-06,0.82,0.84,0.82,0.83,0.0,AUD
2004-05-09,0.83,0.84,0.83,0.83,0.0,AUD
2004-05-10,0.83,0.84,0.83,0.83,0.0,AUD
2004-05-11,0.83,0.84,0.83,0.83,0.0,AUD
2004-05-12,0.83,0.84,0.83,0.84,0.0,AUD
2004-05-13,0.84,0.85,0.84,0.84,0.0,AUD
2004-05-16,0.84,0.85,0.83,0.85,0.0,AUD
2004-05-17,0.85,0.85,0.84,0.84,0.0,AUD
2004-05-18,0.84,0.84,0.83,0.84,0.0,AUD
2004-05-19,0.84,0.84,0.83,0.84,0.0,AUD
2004-05-20,0.84,0.84,0.83,0.83,0.0,AUD
2004-05-23,0.84,0.84,0.83,0.84,0.0,AUD
2004-05-24,0.84,0.84,0.82,0.83,0.0,AUD
2004-05-25,0.83,0.83,0.82,0.82,0.0,AUD
2004-05-26,0.82,0.83,0.82,0.82,0.0,AUD
2004-05-27,0.82,0.83,0.82,0.82,0.0,AUD
2004-05-30,0.82,0.83,0.82,0.82,0.0,AUD
2004-05-31,0.82,0.83,0.82,0.83,0.0,AUD
2004-06-01,0.83,0.84,0.83,0.84,0.0,AUD
2004-06-02,0.84,0.85,0.84,0.85,0.0,AUD
2004-06-03,0.85,0.85,0.84,0.84,0.0,AUD
2004-06-06,0.84,0.84,0.83,0.83,0.0,AUD
2004-06-07,0.83,0.84,0.83,0.84,0.0,AUD
2004-06-08,0.84,0.85,0.83,0.85,0.0,AUD
2004-06-09,0.85,0.85,0.83,0.84,0.0,AUD
2004-06-10,0.84,0.84,0.83,0.84,0.0,AUD
2004-06-13,0.85,0.85,0.84,0.85,0.0,AUD
2004-06-14,0.85,0.85,0.83,0.84,0.0,AUD
2004-06-15,0.84,0.85,0.84,0.85,0.0,AUD
2004-06-16,0.85,0.86,0.84,0.85,0.0,AUD
2004-06-17,0.85,0.86,0.84,0.85,0.0,AUD
2004-06-20,0.84,0.85,0.84,0.84,0.0,AUD
2004-06-21,0.84,0.85,0.84,0.84,0.0,AUD
2004-06-22,0.84,0.85,0.84,0.85,0.0,AUD
2004-06-23,0.85,0.85,0.83,0.83,0.0,AUD
2004-06-24,0.83,0.84,0.83,0.84,0.0,AUD
2004-06-27,0.84,0.84,0.83,0.83,0.0,AUD
2004-06-28,0.83,0.85,0.83,0.84,0.0,AUD
2004-06-29,0.84,0.85,0.83,0.83,0.0,AUD
2004-06-30,0.83,0.84,0.82,0.83,0.0,AUD
2004-07-01,0.82,0.83,0.82,0.82,0.0,AUD
2004-07-04,0.82,0.82,0.82,0.82,0.0,AUD
2004-07-05,0.82,0.82,0.81,0.81,0.0,AUD
2004-07-06,0.81,0.82,0.81,0.81,0.0,AUD
2004-07-07,0.81,0.82,0.81,0.81,0.0,AUD
2004-07-08,0.81,0.82,0.81,0.82,0.0,AUD
2004-07-11,0.81,0.81,0.81,0.81,0.0,AUD
2004-07-12,0.81,0.81,0.81,0.81,0.0,AUD
2004-07-13,0.81,0.81,0.81,0.81,0.0,AUD
2004-07-14,0.81,0.81,0.81,0.81,0.0,AUD
2004-07-15,0.81,0.81,0.8,0.8,0.0,AUD
2004-07-18,0.8,0.8,0.8,0.8,0.0,AUD
2004-07-19,0.8,0.81,0.8,0.8,0.0,AUD
2004-07-20,0.8,0.82,0.8,0.82,0.0,AUD
2004-07-21,0.82,0.82,0.81,0.81,0.0,AUD
2004-07-22,0.81,0.82,0.81,0.81,0.0,AUD
2004-07-25,0.82,0.82,0.81,0.82,0.0,AUD
2004-07-26,0.82,0.83,0.81,0.83,0.0,AUD
2004-07-27,0.83,0.83,0.82,0.83,0.0,AUD
2004-07-28,0.83,0.83,0.83,0.83,0.0,AUD
2004-07-29,0.83,0.83,0.82,0.83,0.0,AUD
2004-08-01,0.82,0.83,0.82,0.83,0.0,AUD
2004-08-02,0.83,0.83,0.82,0.82,0.0,AUD
2004-08-03,0.82,0.83,0.82,0.82,0.0,AUD
2004-08-04,0.82,0.83,0.82,0.83,0.0,AUD
2004-08-05,0.83,0.83,0.81,0.82,0.0,AUD
2004-08-08,0.82,0.82,0.81,0.81,0.0,AUD
2004-08-09,0.81,0.82,0.81,0.82,0.0,AUD
2004-08-10,0.82,0.82,0.82,0.82,0.0,AUD
2004-08-11,0.82,0.82,0.81,0.82,0.0,AUD
2004-08-12,0.82,0.82,0.81,0.81,0.0,AUD
2004-08-15,0.81,0.81,0.81,0.81,0.0,AUD
2004-08-16,0.81,0.82,0.81,0.82,0.0,AUD
2004-08-17,0.82,0.82,0.81,0.82,0.0,AUD
2004-08-18,0.82,0.82,0.8,0.81,0.0,AUD
2004-08-19,0.81,0.81,0.81,0.81,0.0,AUD
2004-08-22,0.81,0.82,0.81,0.82,0.0,AUD
2004-08-23,0.82,0.83,0.82,0.83,0.0,AUD
2004-08-24,0.83,0.83,0.82,0.83,0.0,AUD
2004-08-25,0.83,0.83,0.82,0.83,0.0,AUD
2004-08-26,0.83,0.83,0.82,0.83,0.0,AUD
2004-08-29,0.83,0.84,0.83,0.83,0.0,AUD
2004-08-30,0.83,0.84,0.83,0.83,0.0,AUD
2004-08-31,0.83,0.84,0.83,0.83,0.0,AUD
2004-09-01,0.83,0.85,0.83,0.84,0.0,AUD
2004-09-02,0.84,0.85,0.84,0.85,0.0,AUD
2004-09-05,0.85,0.85,0.85,0.85,0.0,AUD
2004-09-06,0.85,0.85,0.84,0.85,0.0,AUD
2004-09-07,0.85,0.85,0.84,0.84,0.0,AUD
2004-09-08,0.84,0.86,0.84,0.86,0.0,AUD
2004-09-09,0.86,0.86,0.84,0.85,0.0,AUD
2004-09-12,0.85,0.85,0.84,0.84,0.0,AUD
2004-09-13,0.85,0.85,0.84,0.84,0.0,AUD
2004-09-14,0.84,0.85,0.84,0.85,0.0,AUD
2004-09-15,0.85,0.85,0.84,0.85,0.0,AUD
2004-09-16,0.85,0.85,0.84,0.85,0.0,AUD
2004-09-19,0.85,0.85,0.84,0.84,0.0,AUD
2004-09-20,0.84,0.85,0.84,0.84,0.0,AUD
2004-09-21,0.84,0.84,0.83,0.83,0.0,AUD
2004-09-22,0.83,0.83,0.82,0.83,0.0,AUD
2004-09-23,0.83,0.83,0.83,0.83,0.0,AUD
2004-09-26,0.83,0.83,0.83,0.83,0.0,AUD
2004-09-27,0.83,0.83,0.82,0.82,0.0,AUD
2004-09-28,0.82,0.83,0.82,0.83,0.0,AUD
2004-09-29,0.83,0.83,0.81,0.82,0.0,AUD
2004-09-30,0.82,0.82,0.82,0.82,0.0,AUD
2004-10-03,0.82,0.82,0.82,0.82,0.0,AUD
2004-10-04,0.82,0.83,0.82,0.82,0.0,AUD
2004-10-05,0.82,0.82,0.81,0.82,0.0,AUD
2004-10-06,0.82,0.82,0.81,0.81,0.0,AUD
2004-10-07,0.81,0.82,0.81,0.81,0.0,AUD
2004-10-10,0.81,0.81,0.81,0.81,0.0,AUD
2004-10-11,0.81,0.82,0.81,0.81,0.0,AUD
2004-10-12,0.81,0.82,0.81,0.82,0.0,AUD
2004-10-13,0.82,0.82,0.81,0.81,0.0,AUD
2004-10-14,0.81,0.82,0.81,0.81,0.0,AUD
2004-10-17,0.81,0.82,0.81,0.82,0.0,AUD
2004-10-18,0.82,0.82,0.82,0.82,0.0,AUD
2004-10-19,0.82,0.82,0.81,0.81,0.0,AUD
2004-10-20,0.81,0.81,0.81,0.81,0.0,AUD
2004-10-21,0.81,0.81,0.81,0.81,0.0,AUD
2004-10-24,0.81,0.81,0.8,0.8,0.0,AUD
2004-10-25,0.8,0.81,0.8,0.81,0.0,AUD
2004-10-26,0.81,0.81,0.8,0.8,0.0,AUD
2004-10-28,0.8,0.81,0.8,0.8,0.0,AUD
2004-11-01,0.8,0.81,0.8,0.8,0.0,AUD
2004-11-02,0.8,0.81,0.8,0.8,0.0,AUD
2004-11-03,0.8,0.81,0.79,0.79,0.0,AUD
2004-11-04,0.79,0.8,0.79,0.8,0.0,AUD
2004-11-05,0.8,0.8,0.79,0.79,0.0,AUD
2004-11-08,0.79,0.8,0.79,0.8,0.0,AUD
2004-11-09,0.8,0.8,0.79,0.8,0.0,AUD
2004-11-10,0.8,0.8,0.79,0.79,0.0,AUD
2004-11-11,0.8,0.8,0.79,0.79,0.0,AUD
2004-11-12,0.79,0.79,0.79,0.79,0.0,AUD
2004-11-15,0.79,0.79,0.78,0.78,0.0,AUD
2004-11-16,0.78,0.79,0.78,0.78,0.0,AUD
2004-11-17,0.78,0.78,0.77,0.78,0.0,AUD
2004-11-18,0.78,0.78,0.77,0.78,0.0,AUD
2004-11-19,0.78,0.78,0.77,0.77,0.0,AUD
2004-11-22,0.78,0.78,0.77,0.78,0.0,AUD
2004-11-23,0.78,0.78,0.77,0.77,0.0,AUD
2004-11-24,0.77,0.78,0.77,0.77,0.0,AUD
2004-11-25,0.77,0.78,0.77,0.77,0.0,AUD
2004-11-26,0.77,0.77,0.77,0.77,0.0,AUD
2004-11-29,0.77,0.78,0.77,0.78,0.0,AUD
2004-11-30,0.78,0.79,0.78,0.79,0.0,AUD
2004-12-01,0.79,0.79,0.79,0.79,0.0,AUD
2004-12-02,0.79,0.79,0.78,0.79,0.0,AUD
2004-12-03,0.79,0.79,0.78,0.78,0.0,AUD
2004-12-06,0.78,0.79,0.78,0.79,0.0,AUD
2004-12-07,0.79,0.79,0.78,0.79,0.0,AUD
2004-12-08,0.79,0.81,0.79,0.8,0.0,AUD
2004-12-09,0.8,0.81,0.8,0.8,0.0,AUD
2004-12-10,0.8,0.81,0.8,0.81,0.0,AUD
2004-12-13,0.8,0.8,0.8,0.8,0.0,AUD
2004-12-14,0.8,0.8,0.8,0.8,0.0,AUD
2004-12-15,0.8,0.81,0.8,0.8,0.0,AUD
2004-12-16,0.8,0.81,0.79,0.8,0.0,AUD
2004-12-17,0.8,0.8,0.79,0.8,0.0,AUD
2004-12-20,0.8,0.8,0.79,0.8,0.0,AUD
2004-12-21,0.8,0.8,0.79,0.79,0.0,AUD
2004-12-22,0.79,0.8,0.79,0.8,0.0,AUD
2004-12-23,0.8,0.8,0.79,0.8,0.0,AUD
2004-12-24,0.8,0.8,0.79,0.79,0.0,AUD
2004-12-27,0.79,0.79,0.78,0.78,0.0,AUD
2004-12-28,0.78,0.79,0.78,0.79,0.0,AUD
2004-12-29,0.79,0.79,0.78,0.79,0.0,AUD
2004-12-30,0.79,0.79,0.78,0.78,0.0,AUD
2004-12-31,0.78,0.79,0.78,0.78,0.0,AUD
2005-01-03,0.78,0.79,0.78,0.78,0.0,AUD
2005-01-04,0.78,0.79,0.78,0.79,0.0,AUD
2005-01-05,0.79,0.8,0.79,0.79,0.0,AUD
2005-01-06,0.79,0.8,0.79,0.79,0.0,AUD
2005-01-07,0.79,0.8,0.79,0.8,0.0,AUD
2005-01-10,0.8,0.8,0.8,0.8,0.0,AUD
2005-01-11,0.8,0.8,0.8,0.8,0.0,AUD
2005-01-12,0.8,0.81,0.8,0.8,0.0,AUD
2005-01-13,0.8,0.8,0.8,0.8,0.0,AUD
2005-01-14,0.8,0.81,0.8,0.8,0.0,AUD
2005-01-17,0.81,0.81,0.8,0.81,0.0,AUD
2005-01-18,0.81,0.81,0.81,0.81,0.0,AUD
2005-01-19,0.81,0.81,0.8,0.81,0.0,AUD
2005-01-20,0.81,0.81,0.8,0.8,0.0,AUD
2005-01-21,0.8,0.81,0.79,0.8,0.0,AUD
2005-01-24,0.79,0.8,0.79,0.79,0.0,AUD
2005-01-25,0.79,0.8,0.79,0.8,0.0,AUD
2005-01-26,0.8,0.8,0.79,0.79,0.0,AUD
2005-01-27,0.79,0.79,0.79,0.79,0.0,AUD
2005-01-28,0.79,0.79,0.79,0.79,0.0,AUD
2005-01-31,0.79,0.79,0.79,0.79,0.0,AUD
2005-02-01,0.79,0.79,0.79,0.79,0.0,AUD
2005-02-02,0.79,0.79,0.78,0.79,0.0,AUD
2005-02-03,0.79,0.79,0.79,0.79,0.0,AUD
2005-02-04,0.79,0.8,0.79,0.79,0.0,AUD
2005-02-07,0.8,0.8,0.79,0.79,0.0,AUD
2005-02-08,0.79,0.8,0.79,0.79,0.0,AUD
2005-02-09,0.79,0.79,0.79,0.79,0.0,AUD
2005-02-10,0.79,0.79,0.77,0.77,0.0,AUD
2005-02-11,0.77,0.77,0.77,0.77,0.0,AUD
2005-02-14,0.77,0.78,0.77,0.77,0.0,AUD
2005-02-15,0.77,0.78,0.77,0.78,0.0,AUD
2005-02-16,0.78,0.78,0.77,0.78,0.0,AUD
2005-02-17,0.78,0.78,0.77,0.78,0.0,AUD
2005-02-18,0.78,0.78,0.77,0.77,0.0,AUD
2005-02-21,0.77,0.78,0.77,0.77,0.0,AUD
2005-02-22,0.77,0.78,0.77,0.77,0.0,AUD
2005-02-23,0.77,0.78,0.77,0.78,0.0,AUD
2005-02-24,0.78,0.78,0.78,0.78,0.0,AUD
2005-02-25,0.78,0.78,0.78,0.78,0.0,AUD
2005-02-28,0.78,0.78,0.77,0.78,0.0,AUD
2005-03-01,0.78,0.79,0.78,0.78,0.0,AUD
2005-03-02,0.78,0.79,0.78,0.79,0.0,AUD
2005-03-03,0.79,0.79,0.78,0.78,0.0,AUD
2005-03-04,0.78,0.78,0.78,0.78,0.0,AUD
2005-03-07,0.78,0.78,0.77,0.78,0.0,AUD
2005-03-08,0.78,0.78,0.77,0.77,0.0,AUD
2005-03-09,0.77,0.78,0.77,0.78,0.0,AUD
2005-03-10,0.78,0.78,0.77,0.78,0.0,AUD
2005-03-11,0.78,0.78,0.78,0.78,0.0,AUD
2005-03-14,0.78,0.78,0.78,0.78,0.0,AUD
2005-03-15,0.78,0.78,0.78,0.78,0.0,AUD
2005-03-16,0.78,0.78,0.78,0.78,0.0,AUD
2005-03-17,0.78,0.78,0.78,0.78,0.0,AUD
2005-03-18,0.78,0.78,0.77,0.77,0.0,AUD
2005-03-21,0.78,0.78,0.77,0.78,0.0,AUD
2005-03-22,0.78,0.78,0.77,0.78,0.0,AUD
2005-03-23,0.78,0.79,0.78,0.79,0.0,AUD
2005-03-24,0.79,0.79,0.78,0.79,0.0,AUD
2005-03-25,0.79,0.79,0.79,0.79,0.0,AUD
2005-03-27,0.79,0.79,0.79,0.79,0.0,AUD
2005-03-28,0.79,0.79,0.78,0.78,0.0,AUD
2005-03-29,0.78,0.79,0.78,0.79,0.0,AUD
2005-03-30,0.79,0.79,0.78,0.78,0.0,AUD
2005-03-31,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-03,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-04,0.78,0.79,0.78,0.78,0.0,AUD
2005-04-05,0.78,0.79,0.78,0.79,0.0,AUD
2005-04-06,0.79,0.79,0.78,0.79,0.0,AUD
2005-04-07,0.79,0.79,0.78,0.78,0.0,AUD
2005-04-10,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-11,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-12,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-13,0.78,0.79,0.78,0.78,0.0,AUD
2005-04-14,0.78,0.79,0.78,0.78,0.0,AUD
2005-04-17,0.79,0.79,0.79,0.79,0.0,AUD
2005-04-18,0.79,0.79,0.79,0.79,0.0,AUD
2005-04-19,0.79,0.79,0.78,0.78,0.0,AUD
2005-04-20,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-21,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-24,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-25,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-26,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-27,0.78,0.78,0.78,0.78,0.0,AUD
2005-04-28,0.78,0.78,0.78,0.78,0.0,AUD
2005-05-01,0.78,0.78,0.78,0.78,0.0,AUD
2005-05-02,0.78,0.79,0.78,0.79,0.0,AUD
2005-05-03,0.79,0.79,0.78,0.78,0.0,AUD
2005-05-04,0.78,0.78,0.78,0.78,0.0,AUD
2005-05-05,0.78,0.79,0.78,0.79,0.0,AUD
2005-05-08,0.79,0.79,0.78,0.79,0.0,AUD
2005-05-09,0.79,0.79,0.78,0.78,0.0,AUD
2005-05-10,0.78,0.79,0.78,0.78,0.0,AUD
2005-05-11,0.79,0.79,0.78,0.79,0.0,AUD
2005-05-12,0.79,0.79,0.79,0.79,0.0,AUD
2005-05-15,0.79,0.8,0.79,0.8,0.0,AUD
2005-05-16,0.8,0.8,0.8,0.8,0.0,AUD
2005-05-17,0.8,0.8,0.8,0.8,0.0,AUD
2005-05-18,0.8,0.8,0.79,0.8,0.0,AUD
2005-05-19,0.8,0.8,0.79,0.8,0.0,AUD
2005-05-22,0.8,0.8,0.79,0.79,0.0,AUD
2005-05-23,0.79,0.8,0.79,0.79,0.0,AUD
2005-05-24,0.79,0.8,0.79,0.79,0.0,AUD
2005-05-25,0.79,0.79,0.79,0.79,0.0,AUD
2005-05-26,0.79,0.79,0.79,0.79,0.0,AUD
2005-05-29,0.79,0.79,0.79,0.79,0.0,AUD
2005-05-30,0.79,0.8,0.79,0.79,0.0,AUD
2005-05-31,0.79,0.8,0.79,0.8,0.0,AUD
2005-06-01,0.8,0.8,0.79,0.79,0.0,AUD
2005-06-02,0.79,0.79,0.79,0.79,0.0,AUD
2005-06-05,0.79,0.79,0.78,0.79,0.0,AUD
2005-06-06,0.79,0.79,0.78,0.78,0.0,AUD
2005-06-07,0.78,0.79,0.78,0.78,0.0,AUD
2005-06-08,0.78,0.79,0.78,0.78,0.0,AUD
2005-06-09,0.78,0.79,0.78,0.78,0.0,AUD
2005-06-12,0.78,0.79,0.78,0.78,0.0,AUD
2005-06-13,0.78,0.78,0.78,0.78,0.0,AUD
2005-06-14,0.78,0.78,0.78,0.78,0.0,AUD
2005-06-15,0.78,0.78,0.77,0.77,0.0,AUD
2005-06-16,0.77,0.77,0.77,0.77,0.0,AUD
2005-06-19,0.77,0.77,0.77,0.77,0.0,AUD
2005-06-20,0.77,0.77,0.77,0.77,0.0,AUD
2005-06-21,0.77,0.77,0.77,0.77,0.0,AUD
2005-06-22,0.77,0.78,0.77,0.78,0.0,AUD
2005-06-23,0.78,0.78,0.77,0.78,0.0,AUD
2005-06-26,0.78,0.78,0.77,0.78,0.0,AUD
2005-06-27,0.78,0.78,0.77,0.78,0.0,AUD
2005-06-28,0.78,0.78,0.78,0.78,0.0,AUD
2005-06-29,0.78,0.78,0.78,0.78,0.0,AUD
2005-06-30,0.78,0.79,0.78,0.78,0.0,AUD
2005-07-03,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-04,0.79,0.8,0.79,0.79,0.0,AUD
2005-07-05,0.79,0.8,0.79,0.8,0.0,AUD
2005-07-06,0.8,0.8,0.79,0.8,0.0,AUD
2005-07-07,0.8,0.8,0.79,0.79,0.0,AUD
2005-07-10,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-11,0.79,0.79,0.78,0.78,0.0,AUD
2005-07-12,0.79,0.79,0.78,0.79,0.0,AUD
2005-07-13,0.79,0.79,0.78,0.79,0.0,AUD
2005-07-14,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-17,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-18,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-19,0.79,0.79,0.78,0.78,0.0,AUD
2005-07-20,0.78,0.79,0.78,0.79,0.0,AUD
2005-07-21,0.79,0.79,0.78,0.79,0.0,AUD
2005-07-24,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-25,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-26,0.79,0.8,0.79,0.79,0.0,AUD
2005-07-27,0.79,0.8,0.79,0.79,0.0,AUD
2005-07-28,0.79,0.79,0.79,0.79,0.0,AUD
2005-07-31,0.79,0.8,0.79,0.79,0.0,AUD
2005-08-01,0.79,0.79,0.79,0.79,0.0,AUD
2005-08-02,0.79,0.79,0.78,0.78,0.0,AUD
2005-08-03,0.78,0.79,0.78,0.78,0.0,AUD
2005-08-04,0.78,0.79,0.78,0.78,0.0,AUD
2005-08-07,0.79,0.79,0.79,0.79,0.0,AUD
2005-08-08,0.79,0.8,0.79,0.79,0.0,AUD
2005-08-09,0.79,0.8,0.79,0.79,0.0,AUD
2005-08-10,0.79,0.79,0.78,0.78,0.0,AUD
2005-08-11,0.78,0.79,0.78,0.79,0.0,AUD
2005-08-14,0.78,0.79,0.78,0.78,0.0,AUD
2005-08-15,0.78,0.79,0.78,0.78,0.0,AUD
2005-08-16,0.78,0.79,0.78,0.79,0.0,AUD
2005-08-17,0.79,0.8,0.79,0.8,0.0,AUD
2005-08-18,0.8,0.8,0.79,0.8,0.0,AUD
2005-08-21,0.8,0.8,0.79,0.79,0.0,AUD
