Date,Open,High,Low,Close,Volume,Currency
2003-12-01,4.78,4.8,4.77,4.79,0.0,CNY
2003-12-02,4.79,4.81,4.78,4.8,0.0,CNY
2003-12-03,4.8,4.82,4.8,4.8,0.0,CNY
2003-12-04,4.8,4.83,4.8,4.82,0.0,CNY
2003-12-05,4.82,4.83,4.8,4.81,0.0,CNY
2003-12-08,4.82,4.83,4.81,4.83,0.0,CNY
2003-12-09,4.83,4.83,4.81,4.82,0.0,CNY
2003-12-10,4.82,4.83,4.81,4.83,0.0,CNY
2003-12-11,4.83,4.84,4.79,4.79,0.0,CNY
2003-12-12,4.79,4.84,4.79,4.84,0.0,CNY
2003-12-15,4.86,4.87,4.82,4.82,0.0,CNY
2003-12-16,4.83,4.85,4.81,4.84,0.0,CNY
2003-12-17,4.85,4.85,4.82,4.83,0.0,CNY
2003-12-18,4.83,4.84,4.82,4.82,0.0,CNY
2003-12-19,4.82,4.84,4.82,4.83,0.0,CNY
2003-12-22,4.84,4.84,4.83,4.84,0.0,CNY
2003-12-23,4.84,4.87,4.83,4.84,0.0,CNY
2003-12-24,4.84,4.84,4.82,4.82,0.0,CNY
2003-12-25,4.82,4.83,4.82,4.83,0.0,CNY
2003-12-26,4.83,4.84,4.82,4.84,0.0,CNY
2003-12-29,4.84,4.86,4.83,4.85,0.0,CNY
2003-12-30,4.85,4.86,4.84,4.84,0.0,CNY
2003-12-31,4.84,4.85,4.69,4.69,0.0,CNY
2004-01-01,4.71,4.74,4.69,4.7,0.0,CNY
2004-01-02,4.7,4.86,4.69,4.85,0.0,CNY
2004-01-05,4.85,4.87,4.83,4.86,0.0,CNY
2004-01-06,4.86,4.89,4.85,4.89,0.0,CNY
2004-01-07,4.89,4.89,4.86,4.88,0.0,CNY
2004-01-08,4.88,4.9,4.87,4.88,0.0,CNY
2004-01-09,4.88,4.92,4.86,4.88,0.0,CNY
2004-01-12,4.88,4.91,4.88,4.91,0.0,CNY
2004-01-13,4.91,4.91,4.85,4.86,0.0,CNY
2004-01-14,4.86,4.91,4.84,4.88,0.0,CNY
2004-01-15,4.88,4.91,4.86,4.87,0.0,CNY
2004-01-16,4.87,4.87,4.85,4.85,0.0,CNY
2004-01-19,4.86,4.86,4.83,4.84,0.0,CNY
2004-01-20,4.84,4.85,4.81,4.84,0.0,CNY
2004-01-21,4.84,4.87,4.84,4.85,0.0,CNY
2004-01-22,4.85,4.89,4.84,4.88,0.0,CNY
2004-01-23,4.88,4.89,4.87,4.87,0.0,CNY
2004-01-26,4.89,4.91,4.86,4.89,0.0,CNY
2004-01-27,4.9,4.92,4.84,4.87,0.0,CNY
2004-01-28,4.87,4.95,4.87,4.94,0.0,CNY
2004-01-29,4.94,4.94,4.84,4.85,0.0,CNY
2004-01-30,4.85,4.88,4.84,4.88,0.0,CNY
2004-02-02,4.88,4.89,4.86,4.88,0.0,CNY
2004-02-03,4.88,4.9,4.87,4.89,0.0,CNY
2004-02-04,4.89,4.9,4.87,4.88,0.0,CNY
2004-02-05,4.88,4.91,4.87,4.89,0.0,CNY
2004-02-06,4.89,4.91,4.86,4.9,0.0,CNY
2004-02-09,4.91,4.92,4.87,4.9,0.0,CNY
2004-02-10,4.9,4.98,4.88,4.95,0.0,CNY
2004-02-11,4.95,4.96,4.93,4.95,0.0,CNY
2004-02-12,4.95,4.95,4.92,4.93,0.0,CNY
2004-02-13,4.93,4.94,4.92,4.94,0.0,CNY
2004-02-16,4.94,4.95,4.92,4.94,0.0,CNY
2004-02-17,4.94,4.94,4.92,4.93,0.0,CNY
2004-02-18,4.93,4.97,4.92,4.95,0.0,CNY
2004-02-19,4.96,4.96,4.88,4.88,0.0,CNY
2004-02-20,4.88,4.91,4.88,4.88,0.0,CNY
2004-02-23,4.9,4.92,4.86,4.88,0.0,CNY
2004-02-24,4.88,4.9,4.86,4.9,0.0,CNY
2004-02-25,4.9,4.9,4.87,4.88,0.0,CNY
2004-02-26,4.88,4.89,4.84,4.85,0.0,CNY
2004-02-27,4.85,4.87,4.83,4.86,0.0,CNY
2004-03-01,4.86,4.88,4.83,4.84,0.0,CNY
2004-03-02,4.85,4.86,4.82,4.84,0.0,CNY
2004-03-03,4.84,4.85,4.78,4.79,0.0,CNY
2004-03-04,4.79,4.84,4.79,4.82,0.0,CNY
2004-03-05,4.82,4.85,4.8,4.84,0.0,CNY
2004-03-08,4.84,4.84,4.82,4.83,0.0,CNY
2004-03-09,4.83,4.9,4.82,4.88,0.0,CNY
2004-03-10,4.83,4.9,4.81,4.82,0.0,CNY
2004-03-11,4.82,4.84,4.79,4.8,0.0,CNY
2004-03-12,4.8,4.86,4.8,4.83,0.0,CNY
2004-03-15,4.82,4.84,4.8,4.83,0.0,CNY
2004-03-16,4.83,4.87,4.82,4.86,0.0,CNY
2004-03-17,4.86,4.87,4.84,4.85,0.0,CNY
2004-03-18,4.85,4.94,4.84,4.9,0.0,CNY
2004-03-19,4.9,4.9,4.85,4.85,0.0,CNY
2004-03-22,4.88,4.91,4.87,4.9,0.0,CNY
2004-03-23,4.9,4.91,4.86,4.86,0.0,CNY
2004-03-24,4.86,4.92,4.86,4.91,0.0,CNY
2004-03-25,4.91,4.93,4.87,4.91,0.0,CNY
2004-03-26,4.91,4.91,4.86,4.88,0.0,CNY
2004-03-28,4.88,4.9,4.86,4.89,0.0,CNY
2004-03-29,4.89,4.91,4.88,4.91,0.0,CNY
2004-03-30,4.91,4.94,4.9,4.92,0.0,CNY
2004-03-31,4.92,4.95,4.92,4.93,0.0,CNY
2004-04-01,4.93,4.94,4.89,4.93,0.0,CNY
2004-04-04,4.94,4.94,4.9,4.91,0.0,CNY
2004-04-05,4.91,4.92,4.88,4.89,0.0,CNY
2004-04-06,4.89,4.94,4.89,4.94,0.0,CNY
2004-04-07,4.94,4.94,4.91,4.93,0.0,CNY
2004-04-08,4.93,4.93,4.93,4.93,0.0,CNY
