Symbol,Name,High,Low,Close,Volume,Change ($),Change (%)
B9S,Cosmosteel Holdings Limited,0.1160,0.1160,0.1160,0,0.0000,0.00
BAC,Jacks International Limited,1.070,1.070,1.070,0,0.000,0.00
BAI,S I2i Limited,2.170,2.170,2.170,0,0.000,0.00
BAZ,Lion Asiapac Ltd,0.3000,0.3000,0.3000,0,0.0000,0.00
BBP,Hor Kew Corporation Limited,0.2400,0.2400,0.2400,0,0.0000,0.00
BBW,Azeus Systems Holdings Ltd.,8.500,8.500,8.500,800,-0.050,0.58
BCD,China Yuanbang Prop Hldgs Ltd,0.3800,0.3800,0.3800,0,0.0000,0.00
BCV,Qian Hu Corporation Limited,0.1930,0.1930,0.1930,2200,-0.0070,3.50
BCY,Powermatic Data Systems Ltd,2.850,2.810,2.810,9800,-0.010,0.35
BCZ,Travelite Holdings Ltd.,0.0950,0.0950,0.0950,0,0.0000,0.00
BDA,Pne Industries Ltd,0.7300,0.7300,0.7300,0,0.0000,0.00
BDR,Willas-array Elec (hldgs) Ltd,0.5150,0.5100,0.5100,20400,-0.0100,1.92
BDU,Federal Int(2000) Ltd,0.1220,0.1220,0.1220,0,0.0000,0.00
BDX,Gsh Corporation Limited,0.1800,0.1730,0.1730,331800,-0.0020,1.14
BEC,Brc Asia Limited,1.680,1.660,1.680,19500,0.020,1.20
BEH,China International Hldgs Ltd,0.0930,0.0920,0.0920,700,-0.0010,1.08
BEI,Lht Holdings Limited,0.7550,0.7550,0.7550,0,0.0000,0.00
BEV,Swing Media Technology Grp Ltd,0.4600,0.4600,0.4600,0,0.0000,0.00
BEW,Jb Foods Limited,0.5400,0.5000,0.5400,40600,0.0150,2.86
BEZ,Beng Kuang Marine Limited,0.0830,0.0770,0.0810,2815500,0.0030,3.85
BFI,Tiong Seng Holdings Limited,0.0980,0.0860,0.0930,36500,-0.0060,6.06
BFK,Pharmesis International Ltd.,0.1200,0.1200,0.1200,0,0.0000,0.00
BFT,Fabchem China Limited,0.1980,0.1980,0.1980,0,0.0000,0.00
BFU,Tye Soon Ltd,0.3950,0.3650,0.3950,5200,0.0050,1.28
BGK,Swiber Holdings Limited,0.1090,0.1090,0.1090,0,0.0000,0.00
BGO,Universal Resource & Svcs Ltd,0.1700,0.1700,0.1700,0,0.0000,0.00
BHD,China Mining International Ltd,0.0300,0.0300,0.0300,0,0.0000,0.00
BHK,Siic Environment Holdings Ltd.,0.2250,0.2200,0.2250,535100,0.0000,0.00
BHU,Sutl Enterprise Limited,0.5350,0.5300,0.5300,10000,0.0100,1.92
BIP,Vibrant Group Limited,0.0700,0.0700,0.0700,9100,0.0010,1.45
BIX,Ellipsiz Ltd,0.2400,0.2350,0.2350,8900,-0.0550,18.97
BJD,Vibropower Corporation Limited,0.0390,0.0390,0.0390,0,0.0000,0.00
BJGS,Na16100h 460301,86.00,86.00,86.00,0,0.00,0.00
BJHS,Nx16100f 260601,102.0,102.0,102.0,0,0.0,0.00
BJIS,Nz16100x 360801,102.4,102.4,102.4,0,0.0,0.00
BJV,Yamada Green Resources Limited,0.1200,0.1200,0.1200,500,0.0000,0.00
BJZ,Koda Ltd,0.3500,0.3500,0.3500,5800,0.0050,1.45
BKA,Sin Heng Heavy Machinery Ltd,0.4350,0.4350,0.4350,40000,-0.0050,1.14
BKK,Luxking Group Holdings Limited,0.2500,0.2500,0.2500,0,0.0000,0.00
BKV,Dukang Distillers Hldgs Ltd,0.1300,0.1300,0.1300,0,0.0000,0.00
BKW,Datapulse Technology Limited,0.0950,0.0910,0.0910,4300,-0.0040,4.21
BKX,Yongmao Holdings Limited,0.5950,0.5950,0.5950,0,0.0000,0.00
BKZ,Suntar Eco-city Limited,0.0980,0.0980,0.0980,0,0.0000,0.00
BLA,Union Steel Holdings Limited,0.8100,0.8050,0.8100,22600,0.0000,0.00
BLH,Hai Leck Holdings Limited,0.4000,0.4000,0.4000,0,0.0000,0.00
BLR,Darco Water Technologies Ltd,0.0940,0.0940,0.0940,0,0.0000,0.00
BLS,Hotung Investment Hldgs Ltd,1.600,1.600,1.600,800,0.000,0.00
BLU,Grp Ltd,0.0840,0.0840,0.0840,0,0.0000,0.00
BLW,Global Palm Resources Hlgs Ltd,0.2500,0.2500,0.2500,0,0.0000,0.00
BLZ,Advanced Holdings Ltd.,0.0810,0.0790,0.0790,10200,0.0000,0.00
BMGU,Bhg Retail Reit,0.4700,0.4700,0.4700,200,-0.0100,2.08
BMT,New Silkroutes Group Limited,0.0750,0.0750,0.0750,0,0.0000,0.00
BN2,Valuetronics Holdings Limited,0.5500,0.5450,0.5500,156900,0.0000,0.00
BN4,Keppel Corporation Limited,6.770,6.570,6.760,4759300,0.230,3.52
BNE,Kencana Agri Limited,0.0960,0.0960,0.0960,0,0.0000,0.00
BPF,Yhi International Limited,0.4950,0.4950,0.4950,0,0.0000,0.00
BQC,Xpress Holdings Ltd,0.2300,0.2100,0.2300,10900,0.0000,0.00
BQD,Envictus International Hldgltd,0.2200,0.2100,0.2100,10000,-0.0350,14.29
BQF,Xmh Holdings Ltd.,0.3150,0.3100,0.3150,80800,0.0050,1.61
BQM,Tiong Woon Corp Holding Ltd,0.5000,0.4850,0.5000,5200,0.0100,2.04
BQN,Bh Global Corporation Limited,0.0830,0.0830,0.0830,0,0.0000,0.00
BQP,Southern Packaging Group Ltd,0.4250,0.4250,0.4250,0,0.0000,0.00
BRD,Sapphire Corporation Limited,0.0550,0.0510,0.0550,110000,0.0040,7.84
BRS,Usp Group Limited,0.0920,0.0920,0.0920,0,0.0000,0.00
BS6,Yangzijiang Shipbldg Hldgs Ltd,1.530,1.490,1.530,35827100,0.010,0.66
BSL,Raffles Medical Group Ltd,1.370,1.350,1.360,1139400,0.010,0.74
BTE,Bund Center Investment Ltd,0.4700,0.4650,0.4650,7500,0.0000,0.00
BTF,Debao Property Development Ltd,0.1280,0.1280,0.1280,0,0.0000,0.00
BTG,Hg Metal Manufacturing Ltd,0.3250,0.3250,0.3250,0,0.0000,0.00
BTJ,A-sonic Aerospace Limited,0.4900,0.4800,0.4850,6300,0.0050,1.04
BTM,Penguin International Limited,0.8300,0.8300,0.8300,600,-0.0050,0.60
BTOU,Manulife Us Reit,0.1700,0.1680,0.1680,2564000,0.0000,0.00
BTP,Baker Technology Limited,0.6200,0.6200,0.6200,1000,0.0050,0.81
BTWZ,Hyflux S$500m6%perpcapsec,0.5000,0.5000,0.5000,0,0.0000,0.00
BTX,Anchun International Hldgs Ltd,0.2800,0.2800,0.2800,0,0.0000,0.00
BTY,Full Apex (holdings) Limited,0.4050,0.4050,0.4050,0,0.0000,0.00
BUOU,Frasers Logistics & Ind Trust,1.280,1.260,1.270,5989900,0.010,0.79
BVA,Top Glove Corporation Bhd,0.2550,0.2450,0.2500,1016700,0.0050,2.04
BVP,Aims Property Securities Fund,1.180,1.180,1.180,0,0.000,0.00
BVQ,Procurri Corporation Limited,0.2200,0.2200,0.2200,0,0.0000,0.00
BWCU,Ec World Reit,0.3000,0.2950,0.2950,63200,0.0000,0.00
BWM,China Jinjiang Env Hldg Co Ltd,0.2900,0.2900,0.2900,1000,0.0050,1.75
BXE,Cdw Holding Limited,0.2550,0.2300,0.2300,20900,0.0000,0.00
BYI,Phillip Sgx Apac Div Reit Etf,0.8330,0.8330,0.8330,0,0.0000,0.00
BYJ,Phillip Sgx Apacdiv Reit Etfs$,1.101,1.101,1.101,0,0.000,0.00
C04,Casa Holdings Limited,0.0990,0.0990,0.0990,1000,0.0100,11.24
C05,Chemical Industries (f.e.) Ltd,0.6600,0.6600,0.6600,0,0.0000,0.00
C06,Csc Holdings Ltd,0.0080,0.0080,0.0080,0,0.0000,0.00
C07,Jardine Cycle & Carriage Ltd,34.36,34.02,34.21,358600,0.32,0.94
C09,City Developments Limited,7.020,6.870,6.980,2551000,0.170,2.50
C13,Ch Offshore Ltd,0.0900,0.0840,0.0900,44700,0.0080,9.76
C2PU,Parkwaylife Reit,3.790,3.710,3.770,1742900,0.040,1.07
C33,Chuan Hup Holdings Limited,0.1830,0.1830,0.1830,3000,0.0050,2.81
C38U,Capitamall Trust,1.980,1.940,1.980,23257700,0.060,3.13
C41,Cortina Holdings Limited,3.910,3.910,3.910,3000,0.020,0.51
C52,Comfortdelgro Corporation Ltd,1.210,1.200,1.210,5112500,0.000,0.00
C6L,Singapore Airlines Ltd,7.420,7.350,7.410,6334600,0.060,0.82
C70,City Developments Ltd Nccps,1.0000,1.0000,1.0000,0,0.0000,0.00
C76,Creative Technology Ltd,1.270,1.250,1.270,4100,0.010,0.79
C8R,Jiutian Chemical Group Limited,0.0560,0.0540,0.0550,5117200,0.0010,1.85
C9Q,Sinostar Pec Holdings Limited,0.1800,0.1790,0.1800,1700,0.0010,0.56
CC3,Starhub Ltd,1.040,1.020,1.040,1576000,0.020,1.96
CDVZ,Krisenergy S$139.464mz240131,0.1530,0.1530,0.1530,0,0.0000,0.00
CDXW,Krisenergy Ltd. W240131,0.0030,0.0030,0.0030,0,0.0000,0.00
CEDU,Dasin Retail Trust,0.0970,0.0940,0.0950,7400,-0.0010,1.04
CFA,Nikkoam-stc Asia_xj Reit Etf,0.8720,0.8620,0.8700,801505,0.0120,1.40
CGN,Best World International Ltd,1.830,1.810,1.810,194700,0.000,0.00
CHJ,Uni-asia Group Limited,0.9200,0.9150,0.9200,5900,0.0000,0.00
CHZ,Hrnetgroup Limited,0.7450,0.7300,0.7350,48000,0.0050,0.68
CIN,Courage Marine Group Limited,0.0110,0.0110,0.0110,0,0.0000,0.00
CJLU,Netlink Nbn Trust,0.8750,0.8650,0.8750,3345700,0.0100,1.16
CJN,British & Malayan Hldg Limited,2.960,2.960,2.960,0,0.000,0.00
CLN,Apac Realty Limited,0.5950,0.5900,0.5950,39300,0.0100,1.71
CLR,Lion-phillip S-reit Etf,0.9260,0.9080,0.9260,407944,0.0180,1.98
CMGS,Nx18100a 280501,91.00,91.00,91.00,0,0.00,0.00
CMOU,Keppel-kbs Us Reit,0.3400,0.3350,0.3350,534200,-0.0050,1.47
CNE,Mindchamps Preschool Limited,0.1680,0.1680,0.1680,0,0.0000,0.00
COI,Nikkoam-stc Asia_xj Reit Us$,0.6550,0.6510,0.6550,70000,0.0150,2.34
CRPU,Sasseur Reit,0.7300,0.7100,0.7200,1047900,0.0050,0.70
CTO,Hong Lai Huat Group Limited,0.0690,0.0690,0.0690,0,0.0000,0.00
CUEW,S&p 5xlongsg250228,0.2100,0.2100,0.2100,0,0.0000,0.00
CUFW,Hscei 7xlongsg240327,0.0370,0.0370,0.0370,0,0.0000,0.00
CUJW,Djia 5xlongsg250911,0.7600,0.7600,0.7600,0,0.0000,0.00
CUMW,Djia 5xshortsg250911a,0.2150,0.2150,0.2150,0,0.0000,0.00
CUNW,Nasdaq 7xshortsg241016,0.0370,0.0360,0.0360,500,-0.0060,14.29
CUPW,Nasdaq 7xlongsg241016,3.530,3.530,3.530,0,0.000,0.00
CUQW,Djia 7xshortsg241016,0.3600,0.3600,0.3600,0,0.0000,0.00
CUTW,S&p 7xshortsg241218,0.3750,0.3750,0.3750,13600,-0.0700,15.73
CUUW,Hsi 7xlongsg231215,0.0060,0.0060,0.0060,0,0.0000,0.00
CVAW,Hsi 7xlongsg240215,0.0080,0.0080,0.0080,0,0.0000,0.00
CVDW,Hsi 7xlongsg240327,0.0600,0.0580,0.0600,174000,0.0080,15.38
CVEW,Sti 5xlongsg250529,1.025,1.025,1.025,4000,0.045,4.59
CVFW,Djia 5xshortsg250911,0.8350,0.8350,0.8350,0,0.0000,0.00
CVGW,Hscei 5xlongsg240912,0.4850,0.4850,0.4850,0,0.0000,0.00
CVHW,Hstech 5xlongsg231102,1.080,1.000,1.080,930100,0.180,20.00
CVIW,Hsi 7xshortsg241218,0.7750,0.6950,0.7000,937400,-0.1800,20.45
CVJW,Simsci 5xlongsg260226,0.8750,0.8750,0.8750,0,0.0000,0.00
CVKW,Hstech 7xlongsg240416,0.2600,0.2600,0.2600,1000,0.0350,15.56
CWBU,Cromwell Reit Eur,1.580,1.560,1.570,155500,0.010,0.64
CWCU,Cromwell Reit Sgd,2.350,2.330,2.340,36500,0.010,0.43
CWFW,Hscei 7xlongsg240424,0.0690,0.0690,0.0690,0,0.0000,0.00
CWGW,Hstech 5xshortsg240327,0.0240,0.0230,0.0230,480000,-0.0070,23.33
CWHW,Sti 7xlongsg250529,0.7900,0.7250,0.7900,5200,0.1000,14.49
CWIW,Djia 5xlongsg250911a,0.4050,0.4050,0.4050,0,0.0000,0.00
CWKW,Hscei 5xshortsg240912,0.3250,0.3250,0.3250,0,0.0000,0.00
CWLW,Hsi 7xlongsg241030,1.300,1.200,1.290,152900,0.210,19.44
CWMW,Hstech 5xshortsg241218,0.5800,0.5400,0.5400,1225000,-0.1350,20.00
CWPW,Simsci 5xshortsg260226,0.7400,0.6850,0.6850,75100,-0.0900,11.61
CWQW,Hstech 7xshortsg240416,0.3750,0.3250,0.3250,2970000,-0.1450,30.85
CXBW,S&p 5xshortsg250228,0.1680,0.1680,0.1680,100,-0.0180,9.68
CXCW,Hstech 5xlongsg240424,0.1360,0.1250,0.1360,3095000,0.0230,20.35
CXEW,Ndx 5xshortsg240425,0.0940,0.0890,0.0930,120200,-0.0090,8.82
CXGW,Sti 2xshortsg250529,1.620,1.620,1.620,0,0.000,0.00
CXIW,S&p 7xshortsg241016,0.1680,0.1680,0.1680,0,0.0000,0.00
CXJW,Hscei 7xshortsg240912,0.0680,0.0630,0.0630,130200,-0.0150,19.23
CXKW,Hsi 5xshortsg241030,0.1450,0.1360,0.1360,4214000,-0.0200,12.82
CXLW,Simsci 7xlongsg260226a,1.145,1.060,1.145,20000,0.165,16.84
CXMW,Hstech 7xlongsg240402,0.6000,0.5500,0.6000,2519400,0.1200,25.00
CXRW,Hscei 7xshortsg231215,0.0280,0.0280,0.0280,0,0.0000,0.00
CXS,Uobam Pingan Chinext S$,0.9030,0.8970,0.9030,4489,0.0060,0.67
CXU,Uobam Pingan Chinext Us$,0.6770,0.6770,0.6770,0,0.0000,0.00
CY6U,Ascendas India Trust,1.130,1.120,1.120,1035100,0.000,0.00
CYAW,S&p 5xlongsg250228a,0.6150,0.6150,0.6150,0,0.0000,0.00
CYB,Icbc Csop Cgb Etf Us$d,9.700,9.700,9.700,3000,0.030,0.31
CYC,Icbc Csop Cgb Etf S$,12.94,12.94,12.94,5,-0.03,0.23
CYDW,Ndx 5xlongsg240425,0.5700,0.5700,0.5700,0,0.0000,0.00
CYEW,Ndx 5xshortsg240425a,0.2400,0.2400,0.2400,0,0.0000,0.00
CYFW,Hscei 7xlongsg231215,0.0030,0.0030,0.0030,0,0.0000,0.00
CYGW,Sti 5xshortsg250529,0.8700,0.7850,0.7850,13200,-0.1250,13.74
CYIW,S&p 7xlongsg241016,1.585,1.585,1.585,0,0.000,0.00
CYJW,Hsi 5xlongsg240912,0.7350,0.6550,0.7300,678000,0.0900,14.06
CYMW,Hstech 5xlongsg241218,0.4650,0.4650,0.4650,10000,0.0700,17.72
CYNW,Simsci 7xlongsg260226,0.4750,0.4600,0.4750,15200,0.0900,23.38
CYOW,Hstech 7xshortsg240402,0.7850,0.6950,0.7100,1520000,-0.2150,23.24
CYW,Tricklestar,0.1800,0.1800,0.1800,0,0.0000,0.00
CYX,Icbc Csop Cgb Etf Us$a,9.880,9.880,9.880,0,0.000,0.00
CZBW,Dlc Sg7xshorthsi230920,0.0220,0.0220,0.0220,0,0.0000,0.00
CZDW,Simsci 7xshortsg231215,0.7200,0.6300,0.6350,138200,-0.1250,16.45
CZEW,S&p 5xshortsg250228a,0.5100,0.5050,0.5050,10400,-0.0500,9.01
CZFW,Ndx 5xlongsg240425a,1.290,1.290,1.290,0,0.000,0.00
CZGW,Sti 7xshortsg250529,0.5300,0.4950,0.5000,50600,-0.0900,15.25
CZHW,Hsi 7xlongsg240912,0.3350,0.3300,0.3300,45000,0.0550,20.00
CZIW,Hscei 7xlongsg241114,0.2700,0.2650,0.2650,4100,0.0300,12.77
CZJW,Hsi 5xshortsg240912,0.4250,0.4250,0.4250,0,0.0000,0.00
CZLW,Hsi 5xlongsg250416,0.3000,0.3000,0.3000,0,0.0000,0.00
CZMW,Hsi 7xshortsg240125,0.0780,0.0720,0.0720,15000,-0.0170,19.10
CZNW,Nasdaq 7xshortsg260401,0.4450,0.4350,0.4350,22400,-0.0550,11.22
CZSW,Dlc Sg7xshortmsg230712,0.0210,0.0210,0.0210,0,0.0000,0.00
CZZW,Nasdaq 7xshortsg241218,0.0890,0.0860,0.0860,33000,-0.0120,12.24
D01,Dairy Farm Int'l Holdings Ltd,2.880,2.830,2.850,212000,0.020,0.71
D03,Del Monte Pacific Limited,0.1830,0.1770,0.1770,1081400,-0.0070,3.80
D05,Dbs Group Holdings Ltd,31.95,31.24,31.87,6316200,0.86,2.77
D07,Spdr Djia Etf Trust,339.2,339.2,339.2,0,0.0,0.00
D5IU,Lippo Malls Indo Retail Trust,0.0180,0.0160,0.0180,537100,0.0010,5.88
D8DU,First Ship Lease Trust,0.0710,0.0710,0.0710,102100,0.0000,0.00
DAIW,Lenovo 5xlongsg240215,0.0460,0.0450,0.0450,1200000,0.0020,4.65
DAKW,Wilmar 5xshortsg240424,0.4300,0.4150,0.4150,100000,-0.0650,13.54
DAMW,Hkex 5xlongsg240516,0.1170,0.1170,0.1170,100,0.0170,17.00
DAOW,Aac 5xlongsg230620,0.0250,0.0250,0.0250,0,0.0000,0.00
DATW,Aac 5xlongsg231214,0.0010,0.0010,0.0010,0,0.0000,0.00
DAVW,Meituan 5xlongsg231024,0.1590,0.1490,0.1560,982300,0.0310,24.80
DAYW,Alibaba 5xlongsg231024,0.8400,0.8100,0.8250,155300,0.0900,12.24
DBHW,Venture 5xlongsg230713,0.1280,0.1280,0.1280,0,0.0000,0.00
DBIW,Lenovo 5xshortsg240215,0.0130,0.0130,0.0130,0,0.0000,0.00
DBPW,Anta 5xlongsg240620,0.0490,0.0470,0.0490,610000,0.0050,11.36
DBWW,Kuaisho 5xlongsg231024,0.4850,0.4100,0.4850,30000,0.1200,32.88
DBYW,Singtel 5xlongsg231214,0.3200,0.3000,0.3150,123000,0.0350,12.50
DCDW,Geely 5xshortsg231214,0.0030,0.0030,0.0030,0,0.0000,0.00
DCGW,Sia 5xlongsg240424,1.320,1.305,1.320,200,0.040,3.13
DCJW,Lining 5xlongsg231019,0.0040,0.0040,0.0040,0,0.0000,0.00
DCQW,Hkex 5xshortsg250205,1.205,1.205,1.205,0,0.000,0.00
DCRU,Digicore Reit Usd,0.4900,0.4800,0.4800,1735600,0.0000,0.00
DCUW,Alibaba 5xlongsg250205,0.1860,0.1750,0.1860,544500,0.0270,16.98
DCVW,Citydev 5xlongsg250226,0.5500,0.5100,0.5500,135000,0.0500,10.00
DCXW,Venture 5xlongsg250226,0.2600,0.2550,0.2600,449000,0.0200,8.33
DCZW,Aac 5xlongsg240327,0.1770,0.1770,0.1770,25000,-0.0170,8.76
DDPW,Sgx 5xlongsg240424,0.3950,0.3850,0.3950,205500,0.0300,8.22
DDSW,Sats 5xlongsg250515,0.0100,0.0100,0.0100,2000,0.0020,25.00
DDTW,Byd 5xshortsg230620,0.1230,0.1230,0.1230,0,0.0000,0.00
DDYW,Jd 5xlongsg231024,0.0840,0.0800,0.0840,2400000,0.0140,20.00
DDZW,Dlc Sg5xshortgeely B,0.0020,0.0020,0.0020,0,0.0000,0.00
DEEW,Pingan 5xlongsg240424,0.0820,0.0760,0.0820,600,0.0110,15.49
DEFW,Sats 5xshortsg250515,0.4800,0.4750,0.4750,110000,-0.0200,4.04
DEGW,Gwmotor 5xlongsg230620,0.0050,0.0050,0.0050,0,0.0000,0.00
DEHW,Xiaomi 5xlongsg231102,0.2900,0.2900,0.2900,120000,0.0350,13.73
DELW,Hsbc 5xshortsg250205,0.2700,0.2700,0.2700,240000,-0.0200,6.90
DEMW,Wuxibio 5xlongsg240205,0.0060,0.0060,0.0060,0,0.0000,0.00
DENW,Dbs 5xlongsg250226,0.7150,0.6550,0.7150,280700,0.0850,13.49
DEOW,Dbs 5xshortsg250226,1.110,1.085,1.085,103000,-0.130,10.70
DEPW,Cmob 5xlongsg250327,0.7700,0.7700,0.7700,100,0.0350,4.76
DEQW,Alibaba 5xlongsg241126,1.175,1.145,1.170,124000,0.150,14.71
DETW,Baidu 5xlongsg241126,0.9850,0.9200,0.9850,5000,0.0850,9.44
DEVW,Byd 5xlongsg250626,0.8600,0.8550,0.8600,120000,0.1000,13.16
DFEW,Yzj 5xshortsg231024,0.0250,0.0240,0.0250,1000100,0.0010,4.17
DFIW,Ocbc 5xshortsg240424,0.3450,0.3400,0.3450,300100,-0.0300,8.00
DFKW,Sembcorp 5xlongsg250515,3.280,3.280,3.280,100,0.540,19.71
DFLW,Lining 5xlongsg240620,0.0070,0.0070,0.0070,0,0.0000,0.00
DFMW,Wuxibio 5xlongsg231102,0.0260,0.0230,0.0250,3300000,0.0060,31.58
DFRW,Netease 5xshortsg250205,0.1870,0.1870,0.1870,0,0.0000,0.00
DFSW,Dlc Sg5xshortsunny B,0.0010,0.0010,0.0010,0,0.0000,0.00
DFTW,Alibaba 5xshortsg240205,0.2350,0.2200,0.2200,1368000,-0.0450,16.98
DFUW,Genting 5xlongsg250226,0.1820,0.1730,0.1780,180200,0.0130,7.88
DFWW,Ocbc 5xshortsg250226,0.7650,0.7500,0.7500,100000,-0.0550,6.83
DFXW,Geely 5xlongsg240327,0.4650,0.4500,0.4500,480000,0.0100,2.27
DFYW,Dlc Sg5xshort Byd,0.0010,0.0010,0.0010,0,0.0000,0.00
DFZW,Lining 5xshortsg240327,1.630,1.630,1.630,0,0.000,0.00
DGCW,Dlc Sg5xshort Galaxy A,0.0020,0.0020,0.0020,0,0.0000,0.00
DGEW,Areit 5xshortsg231214,0.1050,0.1040,0.1040,1000000,-0.0260,20.00
DGJW,Uob 5xshortsg241024,0.3250,0.3050,0.3100,900100,-0.0300,8.82
DGKW,Kepcorp 5xshortsg240424,0.0160,0.0150,0.0150,1000000,-0.0030,16.67
DGMW,Sembcorp 5xshortsg250515,0.0030,0.0030,0.0030,20000,0.0000,0.00
DGNW,Jd 5xshortsg230620,0.0150,0.0150,0.0150,0,0.0000,0.00
DGUW,Tencent 5xlongsg231102,2.070,2.070,2.070,0,0.000,0.00
DGWW,Sunny 5xshortsg240205,1.310,1.310,1.310,0,0.000,0.00
DGYW,Byd 5xshortsg240205,0.3800,0.3750,0.3750,360000,0.0250,7.14
DHBW,Uob 5xlongsg230713,0.3700,0.3700,0.3700,0,0.0000,0.00
DHEW,Dlc Sg5xshort Hkex A,0.0030,0.0030,0.0030,0,0.0000,0.00
DHGW,Dlc Sg5xshortwilmar B,0.0410,0.0400,0.0400,1500000,-0.0030,6.98
DHHW,Uob 5xlongsg251023,1.170,1.130,1.150,151200,0.110,10.58
DHLU,Daiwa Hse Log Tr,0.6050,0.5950,0.6000,356600,0.0000,0.00
DHMW,Pingan 5xshortsg230705,0.0020,0.0020,0.0020,0,0.0000,0.00
DHNW,Kepcorp 5xlongsg240424,3.070,2.850,3.070,3600,0.570,22.80
DHQW,Steng 5xlongsg250515,0.1970,0.1970,0.1970,100,0.0250,14.53
DHRW,Meituan 5xshortsg230620,0.0250,0.0250,0.0250,0,0.0000,0.00
DHSW,Dlc Sg5xlong Hsbc A,2.140,2.140,2.140,0,0.000,0.00
DHUW,Sinobio 5xlongsg231102,0.0740,0.0710,0.0740,600000,0.0110,17.46
DHVW,Sinobio 5xshortsg231220,0.0180,0.0170,0.0170,7200000,-0.0020,10.53
DHWW,Tencent 5xshortsg240205,0.5700,0.5650,0.5650,120000,-0.1050,15.67
DHXW,Galaxy 5xshortsg250205,0.4200,0.4200,0.4200,120000,-0.0300,6.67
DHZW,Petroch 5xshortsg231012,0.0070,0.0070,0.0070,0,0.0000,0.00
DIBW,Ckasset 5xshortsg231019,0.2450,0.2350,0.2350,240000,-0.0350,12.96
DIDW,Sunny 5xlongsg231024,0.1060,0.1000,0.1060,5530000,0.0260,32.50
DIFW,Ocbc 5xlongsg251023,0.9900,0.9450,0.9850,133700,0.0800,8.84
DIGW,Steng 5xshortsg250515,0.3050,0.2850,0.2850,200000,-0.0400,12.31
DIHW,Tencent 5xlongsg231214,0.0140,0.0120,0.0120,1144000,0.0020,20.00
DIIW,Sunny 5xlongsg230620,0.0040,0.0040,0.0040,0,0.0000,0.00
DIKW,Petroch 5xlongsg241030,3.240,3.240,3.240,0,0.000,0.00
DIMW,Aia 5xshortsg250327,0.6400,0.6400,0.6400,0,0.0000,0.00
DINW,Dlc Sg5xlong Byd,0.0020,0.0020,0.0020,0,0.0000,0.00
DIOW,Ocbc 5xlongsg250226,0.4600,0.4450,0.4600,300200,0.0350,8.24
DJCW,Dlc Sg5xlong Jd,0.0060,0.0060,0.0060,0,0.0000,0.00
DJDW,Dlc Sg5xlongjd A,0.0050,0.0050,0.0050,0,0.0000,0.00
DJHW,Ckasset 5xlongsg231019,0.2550,0.2500,0.2550,242000,0.0250,10.87
DJJW,Sats 5xlongsg231024,0.3050,0.2950,0.3000,314800,0.0150,5.26
DJLW,Cmb 5xlongsg240801,0.0830,0.0830,0.0830,600000,0.0040,5.06
DJNW,Xpeng 5xlongsg230620,0.0010,0.0010,0.0010,0,0.0000,0.00
DJOW,Geely 5xlongsg231102,0.1610,0.1570,0.1570,600000,0.0140,9.79
DJPW,Sunny 5xlongsg240327,0.2350,0.2300,0.2350,245000,0.0440,23.04
DJSW,Uob 5xlongsg250226,0.7000,0.6450,0.7000,315000,0.0650,10.24
DKAW,Aac 5xlongsg240201,0.0140,0.0140,0.0140,0,0.0000,0.00
DKBW,Dbs 5xlongsg240306,0.4200,0.3900,0.4200,853900,0.0450,12.00
DKEW,Dlc Sg5xlongkepcorp A,9.280,9.280,9.280,0,0.000,0.00
DKGW,Bilibili 5xlongsg230803,0.0080,0.0080,0.0080,0,0.0000,0.00
DKLW,Sinobio 5xlongsg231220,0.0010,0.0010,0.0010,0,0.0000,0.00
DKMW,Singtel 5xshortsg230713,0.0410,0.0410,0.0410,0,0.0000,0.00
DKNW,Cspc 5xlongsg231102,0.0280,0.0270,0.0270,2021000,0.0030,12.50
DLDW,Dbs 5xshortsg240306,0.6200,0.5600,0.5600,577300,-0.0700,11.11
DLFW,Byd 5xlongsg230803,0.0760,0.0710,0.0760,1360000,-0.0050,6.17
DLGW,Byd 5xlongsg230914,0.4700,0.4650,0.4650,150000,0.0050,1.09
DLHW,Cnooc 5xshortsg241030,0.0460,0.0450,0.0450,4800000,-0.0060,11.76
DLJW,Baidu 5xlongsg231115,0.6750,0.6500,0.6750,14800,0.1100,19.47
DLKW,Kingdee 5xlongsg231220,0.0010,0.0010,0.0010,0,0.0000,0.00
DLNW,Xiaomi 5xshortsg231220,0.1420,0.1420,0.1420,0,0.0000,0.00
DLSW,Kingsof 5xshortsg231220,0.0020,0.0020,0.0020,0,0.0000,0.00
DLTW,Hkex 5xshortsg240125,0.1060,0.1030,0.1030,700,-0.0250,19.53
DLVW,Bilibili 5xlongsg231220,0.0070,0.0070,0.0070,0,0.0000,0.00
DLZW,Yzj 5xlongsg241218,0.4950,0.4650,0.4900,201000,0.0100,2.08
DM0,Psc Corporation Ltd,0.3400,0.3400,0.3400,52500,0.0000,0.00
DMBW,Dlc Sg5xlong Alibaba,0.0010,0.0010,0.0010,0,0.0000,0.00
DMEW,Dlc Sg5xlong Meituan,0.0030,0.0030,0.0030,0,0.0000,0.00
DMFW,Cnooc 5xlongsg240201,0.6200,0.6200,0.6200,0,0.0000,0.00
DMIW,Tencent 5xshortsg231214,0.0010,0.0010,0.0010,0,0.0000,0.00
